"Residential electricity consumption, per person (kWh)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008
Greece,66.5393024597699,75.1500145867195,84.766705653123,97.6634037472176,112.588030521141,128.205214931395,146.421880802926,162.3661193829,173.814696997345,202.139159334504,226.362119214276,259.472657568149,301.225550219899,343.882072588393,335.02930755701,369.268301633928,409.032082895631,445.91033615696,506.880275937573,537.157986304936,586.675151322193,606.932911242786,645.189725008379,687.993550344768,732.49515407292,774.58302232141,784.555802869354,856.438512645759,878.475566235786,911.659852463895,895.951531368011,977.067580539427,1027.93890307124,1009.6206903692,1048.3365455953,1100.64661774637,1169.45456332507,1183.08855751824,1215.61015385072,1279.94195553107,1345.71543056186,1374.90881787721,1487.93317114716,1547.81150476499,1582.99952599331,1582.06575259876,1654.10607614592,1677.54023662725,1690.71843441126
Guatemala,,,,,,,,,,,,31.7000573271598,40.0104552195606,42.2580864947288,44.7625160510007,52.2603617666231,56.3931625124915,63.6573675840678,68.5371749835901,63.4564587806671,72.7346300304012,70.400563489719,70.2168230494885,71.4965896307362,72.859046833246,72.2887874104846,76.4411365875288,71.9445332404456,66.9586821297036,76.348566700998,80.1292160411068,82.1700069376867,90.0367752887404,94.9780634437676,99.3397671846033,103.080049538587,104.278522490319,107.629881041935,111.868718937702,124.947475950007,130.461551260657,130.457889910605,126.334947422095,175.484527276081,183.337382334945,184.48610264754,184.764344214789,185.511263565655,187.32488217269
Haiti,,,,,,,,,,,,10.1026459010841,10.0054168517513,9.91127212741325,12.1182832402134,16.7789786050604,14.17732685101,19.153689660947,18.9908848038453,18.8255115062244,23.0670424327374,24.0810975872342,25.3970039621814,24.3547934065884,24.2426605139629,25.0136671464923,22.3639200729571,24.1522093644022,24.8324375708384,26.4837507298374,25.3061286452835,20.3989837031817,17.2317211454598,15.9879835455835,9.91311725305418,16.1812864743697,17.0755168645574,11.7182400635275,16.4827321178559,17.8611993701712,15.8795626022576,15.5645939163586,12.2267359530557,11.9695872779752,13.2225333365062,13.1770796523158,13.1214500227718,10.1161192047715,9.19239470829337
Honduras,,,,,,,,,,,,47.6295869367152,49.9222095640484,52.9693531591508,64.7457234828088,68.2527978610973,74.8215539366318,87.0793506882449,91.2449409997699,105.243893140248,62.0345979059008,67.760596344014,71.9583763007406,74.311787232529,74.0160384997233,80.9660901446677,80.4689834881333,85.0982811182372,89.7425251837563,93.6888457291161,104.770861247204,109.528368521777,110.707651062651,120.489374176087,113.088484818329,141.383873779905,152.119324193098,167.720574639521,184.003575801309,189.9750569135,209.563810778716,219.445215204924,224.231827461524,225.087410262548,236.646835482417,246.001876141722,246.683443217604,275.713079102051,278.739635049004
"Hong Kong, China",,,,,,,,,,,,261.585158084691,289.917812279807,313.876931111428,322.54161033429,347.89463123891,365.271580345286,420.696607544124,438.000625602571,425.660311986531,461.6580079398,467.923853069414,486.743500807294,555.18775326935,556.61289019804,586.411022323228,643.963410925678,697.411396881732,775.669865381093,838.029950601699,929.850556236429,994.267948539638,1034.88857051894,1128.01286239085,1182.78405442432,1207.86090156902,1269.08841091163,1237.76916826844,1392.24550329098,1322.0433812217,1345.09513840498,1357.53459362324,1372.08174343244,1402.21524822247,1383.44767746759,1442.27330248108,1418.32260009175,1449.74555083568,1468.64078433473
Hungary,,,,,,97.6248225389823,110.579403471588,124.05124624612,138.865949006688,155.519488170902,175.807909138857,197.336608885264,222.955240626621,244.625255515451,274.228076588976,302.566268698098,339.384145160387,375.073223886313,428.623136237152,468.198904604255,468.756083629708,503.458465803473,551.122556696139,598.360376007663,656.655262256288,694.669044043163,710.250136328622,766.669521725775,787.979972228872,832.428529483526,886.112815827568,942.595865191756,1016.15746697841,941.401748782943,954.624722454244,950.746061966182,978.704480254275,954.813286578678,977.14930780902,966.783257458487,966.097344608096,1002.21143211606,1035.56035600601,1100.14633896564,1099.83785095752,1110.94074200284,1147.44794433289,1130.16301149003,1154.17993206064
Iceland,961.164676447174,1034.25449260781,1082.29724311052,1153.96466484438,1122.8039629965,1222.34512814112,1293.62271867491,1248.48819182991,1167.9410668588,1187.87394046915,1332.89381883746,1446.21644702366,1515.02597061283,1671.95899493323,1932.32003863945,2169.80677059684,2294.48060944974,2394.23134661419,2697.42221148815,2848.80880978432,2844.99463098426,2933.76541899369,2872.3486198541,2274.27753004754,1962.7913385498,1872.72469687618,1843.96083934502,2154.25648612859,2249.43938211577,2231.89098937273,2257.79584561811,2013.35921286761,2092.94380183158,2139.93424426838,2090.01251526825,2089.88483405413,2093.31353159851,2131.71494734358,2055.11437956204,2095.73203981535,2156.64179502781,2135.12576717273,2211.97326667361,2103.00882280186,2286.39012674935,2325.7099721302,2662.57652277312,2739.52942890925,2826.04487345869
India,,,,,,,,,,,,7.41469180505415,7.60101520282187,8.01006224137931,8.72501035413153,9.59151199341022,10.222807516129,10.7606116403786,11.6934624691358,12.6558921084337,13.6195350220913,15.0879754624277,17.0821702824859,18.3089658367911,20.9861854939107,22.8623926357616,25.0667680155642,28.0761187817259,30.5756889689441,35.988228540146,38.126050965435,41.893053411215,45.5552168119266,48.655221010101,52.7793223568282,55.8169492340884,58.6181845811241,62.9372912200208,66.650969374359,71.123660091702,75.0644666974959,77.8713595482566,80.6151779428351,85.5026601797524,89.8318084934251,92.6699216525501,101.357354409164,108.915854513932,110.705466369068
Indonesia,,,,,,,,,,,,7.86671718707759,8.16426345211985,8.52323245165807,8.97953286530766,9.65660329861777,10.4147118089679,11.426448418358,13.3821973126187,16.1160829354985,15.6768238375455,18.6800106571463,22.0003987139941,26.1502914642166,28.1219543053602,30.0476956971414,33.0342292799076,36.6627100120513,40.9490157521446,40.6017107926715,48.1375147338936,55.1721288567842,61.3423096485153,68.11069124669,76.6579243173196,93.0567204949809,99.2600071064908,114.012027820432,123.372733902173,131.876667925398,148.200137396068,159.819414516315,161.092196152753,166.712986848301,186.747319358976,188.549255578697,198.025601585585,211.738553861157,221.961461434371
Iran,,,,,,,,,,,,33.0335295501126,39.7928803815248,45.195647645359,49.9904850055535,60.9474855448036,76.2185974811669,91.2773636603742,103.6207688718,123.79655342084,138.441534464564,140.625830375696,170.672242411449,197.590310703415,215.997223018831,233.650869018202,247.01464891693,263.452309298555,262.508379757296,287.939789027033,304.144890823412,323.643078012416,323.065670101214,364.798924291335,369.244790372562,379.343209518201,384.285790236391,418.894953032377,447.159055008105,458.424054326645,476.26393907587,495.242552465548,522.394649020579,565.527641799594,601.027781125356,649.887474848518,700.18565542178,731.224325257866,753.209802163397
Iraq,,,,,,,,,,,,150.352796937259,150.600983590329,176.825495128032,173.73528641868,195.847296822286,220.850699865452,198.471859937409,235.73031135401,294.295551760067,343.298785695194,350.348676500498,384.735695621872,482.812441092536,561.03063306559,584.10039876077,599.590652993044,622.180667826499,,,,,,,,,,,,,,,,,,,,,
Ireland,343.988460451977,362.340339921229,407.847250883392,423.234063157895,459.929141061452,490.004735744089,519.164167822469,545.941498569015,615.046310729614,650.923817336615,721.122287380089,769.369230769231,811.21595688401,842.921449954445,868.218475129633,824.118352059925,881.87380878617,932.042183440814,990.824061557031,1084.45382103201,1057.23231402529,1033.75751292327,1036.68082183908,1055.26982305936,1064.23233210541,1117.99781355932,1149.19707385962,1195.72919009012,1192.13430983681,1232.71644085165,1180.87496721966,1232.53056627009,1294.86749672055,1309.77819100373,1343.57195660626,1372.72933044448,1435.55623086762,1452.30982051045,1486.69189802983,1602.62817318069,1681.61097030612,1754.67201387214,1696.29319271852,1775.5384920017,1850.91697362779,1871.00556917441,1990.149496521,1962.59006017397,2051.80233770977
Israel,,,,,,,,,,,,559.675406642622,633.53383983232,682.549963079504,661.761862776994,696.556921056978,733.270865615055,759.021676137713,796.831154861084,796.918001467094,798.811737235292,762.500372237354,833.392390306812,884.064011930042,829.550128691951,857.830459893521,870.32276637417,953.504673164019,1133.05326662812,1190.81053083741,1178.60747222781,1179.91606043296,1394.74716553058,1388.00389795928,1484.77171861725,1530.49530265102,1594.17922478789,1713.4410736403,1799.76248545615,1774.91435328805,1980.17512161842,1989.04355657616,2111.15841054915,2160.92657392677,2180.90266378104,2186.03236988805,2253.67012918685,2342.06637985186,2342.43524810592
Italy,127.718333147401,139.762936631092,158.810876184032,184.199421074528,208.118043340917,233.830848806723,254.366302960353,275.439709420112,299.431466446234,329.897883976968,361.500064292383,425.774008202868,447.606492227322,479.730756386823,494.998579570635,498.489136612835,536.53612480098,564.968363023798,608.144884695617,645.64534660003,670.362702173789,687.774899969451,726.663683415536,724.691723022563,765.593243856818,784.559438397362,805.48451926384,848.632401971151,868.383032990061,898.649922523062,929.446757431407,963.723139195194,980.791736266703,989.398100322961,997.46070214724,999.646839884206,1011.16333611263,1017.67689085646,1030.15363876877,1054.23781180194,1058.96920056445,1064.29527921931,1087.02907706301,1121.19912922355,1147.20773277833,1152.64297476519,1163.65200490478,1156.22907603294,1176.38545705165
Jamaica,,,,,,,,,,,,112.881853288134,141.694369688669,144.400039874738,143.907595118838,155.856483911902,162.212537053738,160.914413574838,161.079460283623,149.53455552057,142.703163985332,139.50636034517,143.174490462336,158.273070326495,159.10447219242,146.66331989449,158.001422187328,179.263295977058,174.263389044668,200.248485893365,223.642224912071,226.018070560064,225.381494632598,235.975481243118,253.65007349604,305.39365000816,312.671577631935,320.049887192842,331.251785332795,339.602508666224,341.109469169368,400.785838216953,414.011151145419,411.796328791619,398.618388817098,404.749100719424,397.805704167035,410.845801566257,368.434606060087
Japan,173.266555312811,202.262375710941,239.003465208302,277.908303459263,321.034962930764,363.122389238124,409.933217161731,466.236845226087,507.149521337011,613.649999097137,678.640685450175,591.023103010909,657.111771546128,728.641235929341,716.15422687881,788.916221359274,841.677821917745,891.078049916418,967.628529922108,999.408175296199,994.046497381427,1030.92048037634,1077.98749421869,1150.91609622471,1184.38742391294,1222.51153517594,1239.3672513824,1307.96958211404,1359.12171531567,1434.95556290234,1490.8938356392,1548.3688335013,1596.74973766636,1637.1137702926,1765.03929518322,1833.84301640782,1853.90062475153,1877.50184593492,1937.69179808934,1990.11417714664,2035.52370476022,2027.17281583039,2092.68559423457,2056.69235013849,2151.62056840535,2222.07721272012,2193.91499053012,2283.32949252539,2257.57223317911
Jordan,,,,,,,,,,,,,,,,51.0363846119714,62.054633550432,67.1035872282536,74.7552952103435,108.328688072414,138.733599438138,155.336467015356,191.766107903986,220.986323449357,238.541400215044,249.307544477214,257.367585082121,267.065362856298,281.551987738749,278.288831695368,267.977574865407,255.373335724101,277.755293014005,299.232766717249,322.687159778809,338.510346508425,358.031164647737,359.745581040313,379.927638944196,378.978803926877,396.385157817325,409.513876141048,471.11900773815,490.540667897987,524.046220399836,553.07665356652,618.216616215996,663.736157099237,719.47653023379
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.099774946244,490.196025819554,427.258624372799,386.216605140732,350.800559629948,354.819889004452,362.420981949632,317.044525929109,350.176790845222,354.240356182279,375.706838838064,386.500776824481,410.258476249328,440.563270699268,455.367023294645,484.098987955634
Kenya,,,,,,,,,,,,15.2180351980524,15.9433779847461,16.106017487186,16.3808296277732,17.422385701803,16.847176161651,17.1060502865989,17.9081002328297,28.6853919672796,28.0491820634372,29.2602985661502,28.9949071005034,29.3247976108406,30.0287179294453,30.26357409712,29.0104117404028,35.4341105011293,33.5391490883578,32.2080004410244,33.3986902277993,34.1200523687925,35.0575125499894,35.9176358098922,36.9709069381979,30.0126348191373,30.6152507342543,32.0962642461688,33.2050454676349,30.1583398854659,26.6840624336041,29.3342375395725,31.2607614362732,32.646507087136,33.9639166191586,35.2713331731186,38.4420639304396,41.98993731483,41.1800032056586
"Korea, Dem. Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",,,,,,,,,,,,29.4125858346258,34.5980784957469,45.410690576116,49.1267934970598,57.4350126130212,66.6600725041829,79.8529920957295,105.72150355223,132.703586081952,139.491057076907,153.295671822948,167.832676092153,194.046448008018,216.764249368906,236.086206930353,249.93579414762,275.408749699678,314.372200994504,357.552156705694,413.776675453125,449.824397831573,497.653220775041,540.012043108395,593.060609385888,625.397738421929,670.180436601641,704.313732700802,706.572193389376,736.324257069786,783.692283447878,822.220499848442,881.516767339008,924.853300666541,1004.07682598256,1046.10311235221,1075.73949405062,1105.18884717419,1142.30900859597
Kuwait,,,,,,,,,,,,2130.687470535,2197.71739827587,2283.48020332746,2362.55683879295,2453.53483789721,2352.15897733095,2543.52102017175,2748.55329338554,3240.96626130263,3070.413259462,3456.87228213056,3940.62480383895,3928.35647985531,4184.43438460796,4412.66747228801,4693.11709869616,4494.62777169497,4562.06022052071,4619.70391568564,4389.18941125886,6715.5935774172,8117.98349193813,7945.3674248015,7777.46650019627,7615.47412154925,7454.85464231939,7305.83602638578,7176.11878446267,7061.25150243066,6935.37570456006,7140.0109306691,7316.75782039922,7275.62400574213,7577.27896050097,8215.90131732179,8258.62232482479,8159.72778130549,8362.56797695933
Kyrgyzstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.026955020507,215.832851355917,375.337044059798,567.113278195613,418.247204255368,421.502604792394,369.994593527195,339.935829092584,340.026457246937,405.153707625484,484.724181590228,370.170319111408,346.693398322782,481.243776336631,490.107841711456,573.138314833566,624.78902732658,532.63193751728,428.31230705847
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.89394388776,490.0350393089,452.703526055777,336.419943345073,376.524252515918,466.722365844483,444.338885418187,444.256740752235,460.472572832532,479.269360647745,500.473457796512,525.488170799141,562.872509032328,611.834117324446,636.196610510487,686.515395568232,759.785662945354,794.014948159359,904.669445356176
Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.605111993381,598.763305271481,765.416409649588,1085.60444216449,889.2722922305,837.970475982168,821.446273110355,836.6429907357,840.887276881085,898.25779138502,917.083587399533,893.145997927575,896.131968014787,854.814981737458,871.81149614998,913.845660215951
Libya,,,,,,,,,,,,98.2182469176333,104.420276416666,198.965995479095,226.036293916679,284.530616756032,342.876841599904,418.183536306899,483.148164635557,569.321277413076,543.91567072763,520.369261480161,498.583482303322,478.486218087886,459.954994868852,453.63500028024,600.993999791325,731.214046888755,781.064356195286,759.043013057114,738.328330303817,739.253067830195,759.21539255003,763.150060582986,727.500094328985,707.007742597522,677.837958026421,876.899268226579,1177.73529029233,1135.70006412446,1166.28521439952,1280.23675156218,670.315854177591,679.327519506011,716.978729789216,1228.54867078896,1363.96949610168,1173.65844867096,846.014922624299
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.967627250574,496.019184600458,485.456303553409,422.14111451221,418.866806390632,420.374452475067,437.881872772139,469.469147783031,476.163273578268,515.611096927828,483.615462730138,498.752996299524,498.543990584692,523.561294264735,572.735511720256,595.388772282398,655.461409194775,689.270190317888,758.858719204085
Luxembourg,156.094455185066,157.834272278243,174.622229150429,185.161369947547,198.35758962624,250.422141779789,287.567289117836,340.347569639296,387.127642787175,468.232414814815,495.410143466186,537.479906542056,565.595152914022,622.169325153374,704.252922123644,794.125365649812,887.200554400554,982.331996126712,1088.2930682132,1182.03090909091,1276.29994511526,1395.98193760263,1435.79069118829,1448.80331251623,1515.5400904246,1579.93839349183,1637.06670930223,1676.56497874401,1664.19744212297,1673.93698973309,1501.70902899996,1552.64128817622,1566.95342273126,1623.06518222285,1607.69578656416,1613.6502938707,1590.88804185135,1506.1592251089,1545.43106015311,1523.87855555838,1493.05433055972,1490.89624285319,1482.1228698318,1499.95030256325,1567.20590460135,1553.93961640819,1574.8608490914,1559.97605274227,1566.10613860734
Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.424309698565,486.076918504644,482.000147135547,520.299555464151,565.578297578303,595.808513365662,628.530285013515,652.131890673782,677.319236195211,722.515930339626,748.726096625292,767.970323793555
Malta,,,,,,,,,,,,,,,,,,,,,,,,461.051063459003,563.595547827275,576.407838888425,585.75272989542,601.746469673139,687.719483678126,709.341528693611,729.718886014475,744.799340281704,765.380421266094,764.986000302696,1022.65156341172,1061.50021358847,1139.79276875056,1206.63151875034,1296.88699404577,1395.30370114415,1433.78618119898,1378.24550300735,1448.74426641932,1591.97430018878,1549.97895935754,1563.51061640914,1646.91545023412,1637.59938290037,1598.67395894254
Mexico,,,,,,,,,,,,126.808208392535,136.134102182301,150.312063787978,93.1956535443097,99.8234217994334,107.798311808731,115.485067936663,126.661505859701,137.845668110788,146.893594129492,160.25633970162,174.666304880798,176.946925244116,178.654626074342,186.115510883714,192.264750339835,196.135039833759,205.767361536702,225.705895087586,240.18128886978,254.265904212042,273.056958930114,284.343587199347,304.265838135794,306.546251606085,301.849120207625,309.320539123013,325.514317930624,338.299037877938,361.450233781549,376.444476787802,376.141341318481,385.527799584223,389.296032719029,434.510766998526,450.264502891009,458.928877225118,431.625378835419
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.449494497019,415.426844844202,395.297578754713,414.674182825174,377.150905805869,417.153306522229,438.228043839184,397.88518519269,377.900598918759,275.769162733188,275.178206197099,323.194208824412,285.086057268082,335.007768889393,353.828643267502,379.381477081515,394.76906248139,289.078396450444,304.940114846777
Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,226.491342196707,231.58029698143,227.817528669324,229.429769215873,221.422545928805,213.002048422174,199.301846075849,154.386004508817,172.860903516703,199.355337922017,230.143667251493,171.676016987173,177.200187750295,186.16265316631,194.141883601315,198.818094957965,203.292549417554,206.451402532464,220.515552212778,237.383860947896,254.41010406725,285.339521167817,291.967272149073,303.805448658063
Morocco,,,,,,,,,,,,29.7355283153576,34.038370605744,34.0682046251707,35.1370826448512,35.6250356186243,37.5283072963127,40.8293520102065,44.5750008143069,47.1695228458871,51.2221330928208,52.7147349613813,60.5592599138659,64.2343565056608,63.3568008704757,67.9525753508764,69.3651638498328,75.9248252422838,80.379708578563,82.386507825434,86.947652835863,96.1191291922344,104.405759633439,106.809071854655,116.26267707026,120.65482098863,122.496391597788,126.453289877029,132.379379947077,133.585831678762,137.597030776151,128.395136547018,135.067599129524,146.826925774391,155.63620232679,169.987996338185,184.442574813427,194.038121377159,209.094517288377
Mozambique,,,,,,,,,,,,18.0343742501226,17.6389669870196,20.0275636739604,23.6294561352773,19.7493435004338,21.7316386077206,20.0433847705598,21.19601450593,12.8531440022678,12.8920921992174,12.7823017364786,17.163347308616,13.3118471811913,10.2935764553213,11.4852423206456,13.3944792870732,14.0422939830989,14.4618253354659,16.2762517551941,17.544616147055,19.9723301432633,19.1513191782432,20.8613529555766,17.6421661983741,17.3304859542898,15.9362806770688,18.3128713787243,19.8228054266603,21.7948026968026,22.0655378235713,24.3846795133517,22.4141740347671,21.9177797157456,23.4454397486599,27.469680965386,29.3146934918108,28.8749806031138,31.3868376997569
Myanmar,,,,,,,,,,,,4.15561227980204,4.39193378577333,4.4830163093918,4.90029986451432,4.87563601600739,5.91634092781527,6.78882039370165,7.36406242390603,7.93058891475646,8.15169100966772,7.79106570269629,9.22876357804206,9.64409350157674,10.3734041836896,11.1341286315665,11.6875095629139,12.6506591963549,12.9544392766973,14.5941945644799,15.8392838058802,16.3894114667729,18.8952723904566,21.5489653831935,23.5747594015455,24.3322902445005,24.6719241016624,27.9139144596426,25.8789478178647,25.00754397885,28.9970523403043,27.5781683201768,31.3885485663311,35.0266814218612,35.7328970720506,31.135542734853,35.9479081713336,32.4374914942806,38.0056373678139
Namibia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal,,,,,,,,,,,,3.86752952450783,4.91524857054445,3.07511121030283,3.9319858042316,3.69095265548258,5.22187197038864,5.4555802623346,5.88337921659957,6.4898409919938,5.26183471662494,5.97408803130274,7.59807636135873,8.08805054973722,9.51213056914017,8.39462695004957,9.44525360119907,10.6062561184294,10.7235965760113,12.526626496689,13.7668838424344,14.1305363001379,13.0397015990537,13.4344445137366,14.3667815568402,15.2944756801348,16.1275744854058,16.7413333433039,17.7448880151034,19.6907116894653,21.6619594456654,23.4969166638026,24.2372602493855,25.581144143299,28.5600339496634,29.6333064959296,28.4986350868117,30.9033018370142,31.5445639730244
Netherlands,243.20936270242,265.970739204584,301.010770315904,337.267070623467,365.775080975533,408.469215750081,458.058477053024,494.896406411077,547.853038347526,601.988242057018,664.927621949558,707.05148094071,751.080002706702,815.645415928856,830.394284323335,911.143320825128,981.373809696546,984.224686816686,1030.4109866616,1066.05057647176,1071.11372315177,1063.22292728321,1047.9579796541,1065.75328422216,1099.36399542248,1104.30338587491,1111.93075702338,1132.12910113262,1050.229250883,1077.71433951334,1103.76610790482,1135.19369822026,1153.47756369279,1172.06481045885,1202.90546253533,1274.62820040605,1288.37238788808,1307.68172235842,1325.3966139421,1351.65900126105,1371.14200388953,1380.68087513333,1415.32886596212,1438.25695199876,1442.26918546587,1477.15222028767,1506.08062802926,1466.35329181847,1490.05690911309
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,1033.18019720493,1095.80040699706,1148.6666693456,1264.9097999095,1326.26735083624,1433.75295409786,1508.33641792711,1522.55101075821,2129.05296846684,2192.25395732473,2270.52407135659,2370.26624004452,2521.36462394592,2486.49501052702,2469.70944284593,2695.65480146257,2663.5098983685,2627.41208884957,2584.6460862973,2499.6993632586,2535.03660710061,2595.07689651384,2720.49956862318,2767.45843243576,2744.7069566013,2753.6375737178,2849.1056796542,2841.18917774992,2855.33667246537,2940.41005113669,3055.67189466378,3083.89647932683,2945.54466770264,2951.84633593482,2950.55376328342,2987.92692632341,3001.47908428145,3000.38736876008,2990.9730734735,2973.96249591955,2967.73467037999,2995.00425063449,2991.55407689334,3051.43839747203,3083.32008201678,3016.55517919762,3105.21176897751,3024.76509504538,2993.09265964922
Nicaragua,,,,,,,,,,,,104.730346665811,112.713994359817,90.3392004684334,112.108370315252,121.535861659455,133.055256111555,144.8629490824,147.203284495423,120.510694886878,134.411662693859,133.411019490358,135.285436139816,141.729895689825,142.603875435985,119.141719588985,115.258623226072,149.233594659415,142.719582611613,88.1010447583223,100.187803393611,103.853044942453,107.786091326922,106.286050751633,94.0969991274719,93.5695730002248,93.601932165261,99.593328838339,95.4110458475682,95.3614782846065,90.8439751683758,89.7037194747245,91.3344633453329,98.0456079380189,100.955542963779,110.356359444475,115.457961566061,121.423928296304,126.826577789864
Nigeria,,,,,,,,,,,,11.0769087177226,11.8740943561961,13.7394062734184,15.889953797794,17.7058968753554,22.54870630354,25.724309178648,34.5524256920113,29.3181128540588,31.0776788434135,38.4731973530798,41.3276153947427,42.2974271003356,37.8874786040803,42.0195190207169,52.6274540822399,50.3453387502771,46.3960452103452,53.2629097690628,44.6242800023148,44.2663366206502,46.4929721917954,54.4357355060032,51.2042346178405,49.0380928189407,43.8249059565887,41.9253550578315,40.244099126311,39.5929319018286,38.7711094800217,39.3665100489533,64.3561860735525,62.4672326547054,76.017030189911,80.0201367183241,59.4071419727073,74.7443484972106,74.0642409015004
Norway,2271.41052021381,2341.8254086099,2618.83131776223,2821.15061065746,2967.50595438047,3170.19584744436,3406.65119186025,3453.06053139194,3806.67216900416,3721.5437069606,3859.73780789429,3763.89880808262,3900.52001981183,4029.64699151369,4189.69234112321,4404.4916032264,4702.10936894583,5040.4735055482,5160.49942949305,5487.7664353519,5513.74188984781,5824.15432633884,6096.1878221157,6244.17195681072,6817.25405334902,6963.70091264875,7182.93449616906,7218.67587067535,6961.54894268555,6831.09926736962,7143.89697232866,7654.13284220292,7618.56210296996,7605.09634588786,7845.0455629453,7945.04024109558,8055.72253021208,7713.71905125938,7908.0845296272,7853.31561281962,7712.41104532099,7947.04496262066,7640.2913005163,7030.94440444308,7085.01646059949,7405.14205729929,7298.49707427312,7552.90612684818,7432.13085189506
Oman,,,,,,,,,,,,7.47710548546338,12.0641698329413,24.5166765104807,47.4986403134346,77.7553337676629,128.623298792518,187.185328904078,204.996731976757,249.257105462499,322.6505183184,391.040894385453,468.168445745276,548.078410257125,654.129851263171,779.034724251765,956.147147324863,983.938735740789,1056.59937935201,1061.74483916613,1175.07359950005,1188.32944980483,1304.53174798769,1443.88312031803,1496.95178117833,1466.75706521178,1379.69432781585,1421.67390147725,1553.54688502649,1546.89404027902,1565.77370470938,1611.91514904672,1626.99699498279,1650.74014872868,1709.47678137481,1585.78210897383,1866.41347882442,1920.53214814704,2124.60881599304
Pakistan,,,,,,,,,,,,9.41030400494617,9.16128182415348,8.93004233554648,10.1510784677044,11.4059133113049,12.3360919657433,14.435883112194,16.1925325385097,20.7140702691478,27.6630918388887,30.4973350227958,35.244987409428,39.8596123487838,47.0082113903105,51.2507131006359,57.2880253179849,64.7155331091146,72.9020979053239,77.8778040571303,81.7054386077637,88.487380263821,109.710324916992,114.971184042246,124.165733326839,133.09538089841,134.397639840069,138.335100974638,139.542490048075,150.629318235834,155.587245270797,154.416563593923,154.02678963229,165.57403443967,173.408313744105,189.173376526058,201.087360850394,199.148956372032,186.925515019777
Panama,,,,,,,,,,,,162.094043385084,186.251645648559,203.151267417689,201.051692046584,206.584558838254,219.611976923103,219.087120104447,220.590081747827,232.435649107268,233.627910495212,238.039896323472,245.095808339124,254.1813440404,246.245182103744,258.786555685696,274.828460042516,294.243816334382,285.002392719173,261.967284724254,266.528445431533,276.149090389936,288.180983719498,296.270507115927,305.914531465148,322.576987133092,322.023142693629,342.716414624665,360.508085045947,367.162408771982,386.989806141925,394.812324495685,421.691638734484,441.23439837776,465.526592871216,476.483673817731,480.765514196481,492.35104974349,500.288505487757
Paraguay,,,,,,,,,,,,33.4111607777976,35.9652561642536,43.0962340298685,47.6156635996157,54.0368696672314,60.2954355663976,69.7061009336926,78.6781048413397,88.4964939575146,108.693188669005,120.298457434679,129.834124426434,142.68764163315,152.68115417404,154.86832564038,170.84995399799,182.458620994866,202.033430515258,203.604472079142,232.097248006164,257.013272346494,286.18347013623,334.597493984074,398.704471073831,448.014606952796,463.308805450706,480.478576083652,484.249434215582,508.211734673712,514.608992614882,507.054896994998,476.252637653792,431.093501631632,430.353925013018,494.899620093877,522.958762240135,502.854273349605,528.648050964799
Peru,,,,,,,,,,,,110.497985746188,127.435203909794,126.361563172895,138.707680419708,161.032078003857,155.294698282607,170.823931734256,163.605338215551,168.351899455264,174.067067245676,182.011734518185,191.757283492989,196.504100758327,192.239753267329,192.861949030143,200.471695865883,213.002097849051,206.872771705829,194.254426076966,198.34875233614,221.186914464323,193.298863522527,198.98774166153,202.903051785213,206.902946475584,221.929362471327,229.270776182532,186.217027850901,184.890724581006,193.801385557551,200.141925815759,209.642443718276,217.205717955339,232.830494724772,250.85418741523,278.434397712465,223.023718038831,239.38945704528
Philippines,,,,,,,,,,,,,,,,34.2214959739352,34.9601637763347,37.9142626783202,52.8205086048305,49.7087978286131,57.6662380201154,65.6116319523408,67.1504423368309,72.9780572298394,75.0262864594205,78.2503118408473,60.3018824390729,78.3575422673025,83.1789665105019,82.1773878244517,87.2228482424548,95.002823883543,90.1097047847903,92.8298689547521,103.881320932917,114.678946767158,124.705528190457,139.694286808039,155.898987749153,152.010007996783,161.729987744518,166.516897169809,165.280488647714,181.514641684953,184.630708275604,182.49882488653,176.965279144566,179.835700200424,179.615180612242
