Population growth (annual %),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Iceland,1.79532670743216,1.94871974343751,1.85336524391391,1.77978836016473,1.77777239918805,1.73267831081437,1.69345245722007,1.6134413363767,1.3677041295166,0.929223668931563,0.524268807805472,0.808703279129674,1.46377557871447,1.50909012590966,1.35292081060714,1.27890788993302,0.992857359283411,0.744426487319228,0.780538211065603,0.978479645630839,1.05889641076766,1.14058326061081,1.33661040915962,1.32404443001488,1.06362548027328,0.787667614423245,0.732588890898599,1.09562910072455,1.56621758114814,1.23839606356716,0.777662198585402,1.15914942010018,1.25663207739645,1.01681192843817,0.866835946606811,0.542467997811547,0.539913016609299,0.819197091458816,1.07085904319717,1.20923878595741,1.36919283329812,1.32929525456819,0.892596377462957,0.692497620476186,0.8779361576874,1.58289197780465,2.34742243028387,2.53008548940662,1.85957217059918,0.341241978970882,-0.143903000294037,0.301079749792115
India,1.99244463748643,2.01281883073765,2.03351250927079,2.05620567449439,2.08180717669064,2.10940664215333,2.13557919383782,2.16079948630268,2.18853474912636,2.2193506789395,2.25115635169472,2.28074137969612,2.30613550965308,2.32762931675073,2.34454945358908,2.35679359068426,2.36625096019836,2.37148291373459,2.3691711894061,2.35847190812214,2.34147424386016,2.32048786615171,2.29838235223031,2.27651919010496,2.25602617232092,2.23567125070655,2.21383033628094,2.18872733695118,2.15991780328669,2.12687930023972,2.09064176315758,2.05305686160474,2.01501271878734,1.97597329322356,1.93618244376458,1.89583606544754,1.85590661463979,1.81587234764247,1.77446331816259,1.7314185207175,1.68789660861718,1.64464104984475,1.60367029432566,1.56676562118249,1.53492900245373,1.50700283737711,1.47978962553277,1.4528797937383,1.428626952919,1.40723578355733,1.38747769438185,1.36878905843885
Indonesia,2.42118434123533,2.44856174020325,2.47011620765008,2.49090908587707,2.51369873045191,2.53594818267236,2.55302035912165,2.56230799144848,2.56528476690422,2.56163242344097,2.55226291992441,2.53927379635264,2.52296484736371,2.50205266664759,2.47659029332124,2.44756358402817,2.41359325489575,2.37791294862567,2.3453795669484,2.31761143881241,2.2912412206577,2.26521404389728,2.2325497415373,2.18641870588956,2.12384565896478,2.05056591373651,1.97486948057041,1.9033826853896,1.83659249967798,1.77679364327693,1.72244074454981,1.67076500086434,1.61957538244552,1.56925519688151,1.51935791086296,1.47109270281941,1.42248011674439,1.37801724281801,1.34455911707078,1.32466440890756,1.31350679370007,1.30732547439517,1.29720215353319,1.27608421719893,1.23971673728322,1.19345788416355,1.14404036365813,1.10005754356603,1.06519590631154,1.04299003788269,1.02934785969528,1.01814170071407
Iran,2.50140698329317,2.62108453291224,2.66650731920538,2.7034927678381,2.7280317839471,2.7470461702737,2.76963563700916,2.79198266315837,2.82779769892276,2.88241725030146,2.94683610512113,3.19443927913549,3.07667672307222,3.03707650228616,3.06667405334076,3.15721561730812,3.19379213028215,3.18247573726397,3.22934127243228,3.32692668450829,3.46801383479906,3.55502866448384,3.59407965196421,3.67523532403352,3.7918407143641,3.93750563371055,3.58561138078339,3.23371712785623,2.88182287492907,2.52992862200191,2.17803436907472,1.6078663971964,1.6078663971964,1.6078663971964,1.6078663971964,1.60786639719644,1.55741244697214,1.85723486259872,1.8824021360631,1.79780835205489,1.64176941937627,1.47543987876973,1.34701538797184,1.25501237717411,1.21446915018588,1.21001585047526,1.21169496598512,1.20185437402546,1.18810825798017,1.1660419005069,1.13722600943189,1.10904765139121
Iraq,2.48671790038324,2.57654484695098,2.68325163218459,2.8099906949435,2.95489562252655,3.10346809940927,3.25299368427305,3.37717591742679,3.44766845432289,3.45421266342516,3.41745150693771,3.35702671729636,3.30199622155121,3.26760681318852,3.26311875169063,3.27054299300817,3.17090366952701,3.17091174580657,3.1709056095897,3.17090309198811,3.17090909635649,2.63437040149677,2.6343693017622,2.63436950272744,2.63437333317398,2.63437512840221,3.01030010119438,3.01029955274683,3.0102995520594,3.01030072855113,3.01030708137464,2.81599429444956,2.81599594922872,2.8159959969505,2.81599237661674,2.8159964918024,3.06772020810404,3.0677160732024,3.06771902061354,3.06771724522807,3.06771942495723,2.56681835517765,2.56682565468676,2.56681996084422,2.56682330467741,2.56682058631186,3.02360238733808,3.02359899643034,3.02359971379804,3.02360054041493,3.02359900270057,2.8655481002433
Ireland,-0.280305201633957,-0.148483348653037,0.412476986262572,0.585321133266336,0.487266226140609,0.375015262249045,0.399680255795364,0.472514538908877,0.451342831056534,0.586510263929616,0.838831773310825,1.17676895764647,1.4973011814642,1.61680688871692,1.67047424618027,1.6589641434263,1.5205906789359,1.36347493089976,1.4289196270794,1.34120332822685,1.15746572804743,1.17791842475386,0.94989863886476,0.711457914969296,0.621631629920808,0.160201651953917,0.045448353090747,0.010368139582837,-0.426772789251691,-0.395466714553886,0.084448658491053,0.576583662827328,0.684589451465443,0.501091773619268,0.39496557997305,0.514011585383854,0.794410172130064,1.0078597722068,1.04853584658961,1.13367752167159,1.34196729187762,1.60489375781502,1.69942758383268,1.64229070229075,1.84512980164498,2.20261005311205,2.38548030434921,2.2418706399049,1.56567064065005,0.748690132838061,0.345091259618726,0.282189623767893
Isle of Man,-0.818193858051982,-0.181814475406368,0.470385220849844,1.04219864494259,1.47198258077094,1.78045065661209,2.0742814208733,2.32690711262004,2.41406781474591,2.30317955670005,2.06284702646882,1.74777680742053,1.46196405254356,1.29605369796168,1.29111838496845,1.39286992501177,1.56129798503575,1.65653168783424,1.55291191872534,1.18346416919444,0.659498830904296,0.030711587723369,-0.480178218857267,-0.639187485786374,-0.307893506900152,0.371530930956096,1.19994653538214,1.8591622709336,2.16451578322635,1.98447851183245,1.50169753747242,0.920191096244186,0.480783674172174,0.250719724582032,0.335177119556693,0.637914148058478,0.999381125198466,1.25938696005885,1.39610342793184,1.35580007592932,1.19324248888198,1.00272896131722,0.858671839894053,0.756277238169975,0.720382262259996,0.732732695412132,0.752220344769022,0.747835698902924,0.730060113408729,0.68228047998575,0.618544946320076,0.551157861088441
Israel,3.74672230779307,3.3024478322267,4.82451722836353,3.6819225121525,3.95601622033341,3.49380491564663,2.54250967613241,4.3177526488972,2.09091959016534,2.60578107423452,3.31597613759598,3.14439256153232,2.54155533136739,4.04661472128088,2.97542592041089,2.28347143751861,2.23249097485305,2.23910823754746,2.10880045561448,2.56835931138966,2.4009502518176,1.99138556833141,1.87810691893576,1.81912576213783,1.30689170316509,1.76362996650488,1.5471474999009,1.61517114358781,1.65705744572277,1.69646915029955,3.09460281388508,6.01700840350778,3.45546668066961,2.65809161141794,2.58926268534896,2.66828678823211,2.61650577740933,2.49839488562866,2.28687854611497,2.5464337258973,2.64233174630955,2.35711715071886,2.01405839404727,1.80551975888109,1.76762364154994,1.76289766113006,1.76780587358185,1.7761008691798,1.7765791059698,2.39020733801215,1.82675240987847,1.84679015596544
Italy,1.99392840634543,0.668382874410405,0.676622989670017,0.729553242231653,0.822623699867765,0.84210861686627,0.77730440730804,0.723778172767654,0.631737252752781,0.56605850865814,0.528877031717835,0.466452872314018,0.567712498645759,0.678187647585976,0.654388935648374,0.597247218554801,0.498851058340731,0.424722057350148,0.356312950366128,0.289147207649738,0.20599975185947,0.12005432007943,0.074081859991619,0.036294636669716,0.022350913104146,0.028899939212248,0.005449281896776,0.010205119554774,0.048320597047175,0.075009004535244,0.083708572958798,0.069231188953284,0.067924433080881,0.061135853002924,0.020372073945719,0.001588562309174,0.028104408007276,0.05290695026061,0.028774015877437,0.01682084445537,0.045303631138613,0.06163835874479,0.31574844681902,0.779446184144016,0.985760543586414,0.739383915069251,0.569053255519782,0.733272008187006,0.766549688363224,0.600742268178318,0.481764994362398,0.472754692684369
Jamaica,1.22546238690623,1.39671699418843,1.59456529215323,1.68676944978067,1.61222273645307,1.44428882044645,1.30535209491645,1.15787778467192,1.09243650266233,1.15741126971322,1.29589391116814,1.41471591130961,1.54596383628,1.59320599523892,1.51058931755876,1.35778628964347,1.22033468368659,1.05847171526213,1.01012854810933,1.13916378253115,1.36223018815996,1.36430296475366,1.73303427853303,1.83301299303153,1.72986362999477,1.35920184540808,1.06308425242658,0.631616945569805,0.246441579325819,0.782030017808898,0.633803420645374,0.668970226435139,0.704137032224874,0.739303838014642,0.774470643804386,0.809637449594132,1.19936838269183,0.957393761740513,0.892249074484067,0.682484619096696,0.584824600956021,0.592975993465334,0.486631138321161,0.31296878713958,0.471143392131988,0.465161092121142,0.47802857566971,0.475754329713579,0.425135825856396,0.312105477397903,0.248244815233934,0.258870988971743
Japan,0.889609025572938,2.60618832454646,0.931994690052148,1.01742951123838,1.04194368386186,1.07469426749312,0.913064484125785,0.932605318118986,0.333026384920996,2.06732034780429,1.130521830213,1.28737935528026,1.40077918128147,0.82781391311029,1.90895684623901,1.60110037973093,0.739620034829888,0.963675751116431,0.904880694015673,0.842409474613765,0.78400759200117,0.73881665248838,0.678537273453956,0.681511043031246,0.634413291445238,0.611368674484341,0.609299871340332,0.491825133481026,0.426638544354564,0.409394660410327,0.341370596619248,0.310355945838531,0.248237080928634,0.246819412580702,0.340685788662686,0.381789601137122,0.256369567168004,0.262058819350838,0.252672401073167,0.1896783940218,0.173556370482271,0.21966869579939,0.232527187105684,0.213980948779682,0.033662258272545,0.009392096557663,-0.013305730484671,0.011544779571133,-0.052224332206091,-0.114456532576103,-0.084310163274108,0.287398837185736
Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,4.76730877795444,5.46981985535978,5.63105938714942,5.79857963894973,5.98185327514199,6.12357975920982,6.21167040152558,6.30589466056031,6.10672737663298,5.55322017404474,4.85629720600725,4.27382871818452,3.72381410592199,3.39290065985623,3.36168747155154,3.50202546172253,3.59608346204816,3.68121933708375,3.75455998318836,3.79641895443833,3.8173812807567,3.87825658506975,3.99918268023969,3.99337767476061,3.81116802350904,3.56895729855824,3.71237855314508,3.64977875007782,3.52124724372975,3.59798947066226,3.66247142736617,11.1806565039193,5.16740366873941,4.528387378093,3.88937108744658,3.25035479680021,3.05292050348228,3.05292050348228,3.05391763193643,1.79140155214828,2.46900070700557,2.47053223813592,2.42089066493414,2.47022950539776,2.4106772885812,2.27080728828561,2.2926519087766,2.23243488488778,2.18368359019938,2.18774748386484,2.20707838607258,2.19177893860603
Kazakhstan,4.24226776711791,4.06820687227194,3.8483557331468,3.56287645909413,3.20876517239492,2.82277455342714,2.42144811033701,2.06425522118978,1.80677716375603,1.67773589068805,1.63780229385468,1.62929482095998,1.60028619015802,1.54424327921494,1.44373279951469,1.31749010128292,1.02563211163135,1.02563211163135,1.02563211163135,1.02563211163137,1.14988330382759,1.14988330382759,1.14988330382759,1.14988330382759,1.14988330382759,1.14988330382765,0.732967422779067,0.732967422779067,0.732967422779067,0.732967422779022,0.60434266304362,0.625030618420529,-0.06935220169139,-0.663278466644735,-1.45085403383215,-1.75225620523454,-1.51455883123885,-1.57996556628312,-1.7260937519558,-0.952511041847735,-0.300548838413813,-0.170069526322763,0.004125545394505,0.336408913793247,0.694909484311257,0.888898042702025,1.05767130866502,1.14385123349431,1.21835922955562,2.64110583304655,1.41784554083408,1.43043505020675
Kenya,3.06868966050021,3.10944015856465,3.14934872994441,3.1870591594174,3.22218096217341,3.25644599392547,3.28878516819542,3.32379104163222,3.36720907422531,3.42062499831607,3.4790474685543,3.53602427900943,3.58642010140889,3.62970051803448,3.6644042310178,3.69210686227387,3.71095766347998,3.72656135045691,3.74609724162928,3.77145351833002,3.79614082447245,3.81383189470755,3.81681358359489,3.80187357157437,3.76708403689597,3.71726786933619,3.65902995478991,3.59704070715867,3.53115802692867,3.4627792015095,3.39084976135477,3.32585127864644,3.25589763843892,3.16051260876259,3.03494915626128,2.89590485637324,2.75426955810898,2.63659220640314,2.56362862015421,2.54588975777347,2.56527405104042,2.59760844860957,2.6205343763601,2.62983950916919,2.61847694091246,2.59525983428754,2.56785025208045,2.55139207744533,2.55521807392734,2.58433513149394,2.62721132854253,2.67189251851342
Kiribati,1.95771357670566,1.95771345316143,1.9488583990725,1.92829194241744,1.8990887051655,1.86405159172674,1.8257315118678,1.78645057448393,1.74832601799642,1.71329289978401,1.68312414923863,1.71607016135381,1.62859387699814,1.59626687165962,1.61562876347965,1.68339298322178,1.41042085978805,1.6797919547634,1.87249169357332,1.9922904733145,2.04387801167161,2.13107184061456,2.25055330637866,2.30455112652324,2.2984599393537,2.23752368271699,2.20448798473484,2.17145228675271,2.13841658877059,2.10538089078844,1.39263678354619,1.81788080149869,1.49230178362911,1.28973625361843,1.26937609076809,1.38170554987532,1.51982318913541,1.62134267972447,1.70653030076723,1.75911729543617,1.78466792510564,1.81651609614465,1.84953476274111,1.85199952326491,1.8105800061326,1.7435990499487,1.66668727995234,1.60044142141167,1.5545138820651,1.53683913353201,1.53768979605865,1.54210363622216
North Korea,2.67821319716787,2.4668996298075,2.27493190049058,2.21132449069055,2.33158612428836,2.5630157498764,2.7895774021442,2.92819029814275,2.9890372657718,2.95230318746828,2.84438422091043,2.7413680113988,2.64049220854101,2.47521794161141,2.23681739479665,1.96148547767993,1.66153358075184,1.40625722834606,1.2668029954166,1.27980643524285,1.39658139643264,1.54887833646948,1.66433809699507,1.72204529359514,1.69553051478983,1.6138001963253,1.51389103303171,1.44124945084381,1.41244293188491,1.44401566916954,1.51114615178187,1.59064095116917,1.63834769906984,1.62486854402995,1.53162129141156,1.38519807757785,1.22346323415114,1.08233412749552,0.969274919108009,0.89816620551869,0.857250836224075,0.823555053727598,0.78172927455472,0.736490924646382,0.683904647652568,0.627579455919947,0.573289704121157,0.526784175290518,0.4891384385018,0.462530082614768,0.444793638895902,0.43057997713039
South Korea,3.15393695632809,2.56434927787602,2.72838391937194,2.62449867732575,2.53527889082126,2.45935428396868,2.38197569180477,2.30333262720795,2.2365321922842,2.18058930869415,2.13462897023851,2.08571834499364,2.03413363603434,1.99178852937244,1.95799892406831,1.93214279356986,1.59710972457052,1.55827179892473,1.51813329810535,1.5167465244985,1.55968162062986,1.55897336704709,1.5452138991515,1.47410413232773,1.23513697307082,0.98508406302058,0.922070199215944,0.944919366527521,0.957517788461303,0.960234987654841,1.14724011622368,0.926437776565327,0.908772977371698,0.896049041842031,0.897089928583474,1.42945725731837,0.95346017944728,0.937927054183982,0.72202479734871,0.710413734370836,0.835251851876,0.73968439833352,0.558019536199141,0.496434865017666,0.375399302147923,0.205870499112463,0.484924792345509,0.466124387326684,0.719656196235531,0.47487631402973,0.462512995871007,0.744037549110181
"United Korea (former)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,2.02673603998777,1.98647410264398,2.85733724440559,2.77795641070757,2.70286723879194,2.63173083173734,2.56424306133376,2.5882747833223,2.43702226031614,2.37904168366357,2.32375601259714,2.27098161987648,2.45556892574437,2.32028970796638,2.34238136740284,2.21574795972764,2.23916903149012,2.12022076506029,2.07619914484292,2.10106000623564,1.99209774945543,2.01764084838712,1.91454475844351,2.00257005022948,2.02398813477461,2.1028110355253,2.05950203645822,2.07500240237591,2.14455171394772,1.9901154317295,1.89759014590056,1.91495213328607,1.77550356025901,1.69365095308983,1.61538091124535,1.58970064099995,1.46773672019747,1.30279285329282,-5.92473348536059,-10.9551494210987,-3.58212764518173,0.067859323293424,0.067930793124533,0.067884678522228,0.067838626486973,0.067909885374404,0.803200285953362,0.803261832927916,0.803213477569189,0.803171844793122,0.803248961277754,1.04331975408976
