Population growth (annual %),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Dominica,1.84139393828785,1.68365549682918,1.54290679531806,1.49721373906756,1.5800010168563,1.73240372564695,1.92938884824744,2.05552634055609,1.98950404246457,1.68187055669297,1.2230490488729,0.688434678480402,0.237257968718341,0.011151224555405,0.09195018619933,0.390541346819532,0.768277925696848,1.04615496086985,1.12156784817194,0.914448388311802,0.519191229772337,0.082290330221409,-0.276338690530946,-0.558992336954112,-0.718321552151862,-0.777824535855046,-0.838685119745133,-0.903800851906167,-0.867428498543137,-0.699401368267556,-0.441737842516585,-0.118503484326726,0.169247734400717,0.308140637646464,0.23714150493458,0.01961965896117,-0.252546644877105,-0.475956682493373,-0.604539412389243,-0.592501484098474,-0.473958288343663,-0.323464366735965,-0.21045356169028,-0.145847348255206,-0.163428268963512,-0.234762302412848,-0.326975768155671,-0.387942207776894,-0.402656609860218,-0.34832230748394,-0.243221252132281,-0.121093995540554
Dominican Republic,3.36536543485222,3.34172412358748,3.30847457090633,3.26399995410228,3.20835581483335,3.14506433586946,3.07860104367622,3.01207322963683,2.94574816601798,2.88071768338968,2.81709719604089,2.75560532023713,2.69517967853375,2.63443951266857,2.57321042431249,2.51327839686242,2.45372476839753,2.39945412209977,2.35684063660538,2.32825432504296,2.30890394499779,2.29235826978405,2.27294507807632,2.24956541090197,2.22019334506425,2.18662618602306,2.15100783690105,2.11626736588611,2.08348412678753,2.05355523201013,2.0244218523181,1.99752184873127,1.96685765596668,1.92451444510954,1.86758544122137,1.80203497982286,1.73391523832359,1.67253828476139,1.62349996138708,1.59075320997179,1.56955681879988,1.55087149058033,1.52961278364251,1.50805735081765,1.48487478562322,1.46028805751911,1.43624841631652,1.41225075530782,1.38559990327666,1.35553771752442,1.32294428227653,1.28969179245595
East Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2.86734998136761,2.90711519344279,2.94118715083236,2.9661116366132,2.98011239134362,2.98560486345709,2.98770464383586,2.98764152065947,2.98242194905759,2.97219735315004,2.95830739255962,2.94046980739364,2.92175241067141,2.90606788355064,2.89478152729334,2.8852233192279,2.87358040973287,2.85700341353318,2.83552716166026,2.80843605137458,2.776596961944,2.74095739503229,2.70292951247,2.66322068183055,2.62229633448538,2.57920313063596,2.53243394407779,2.48114078957307,2.42571413068153,2.36594039072269,2.30177254497354,2.24457766794577,2.18478376759118,2.10263427186164,1.99280516884306,1.86952488042099,1.73779155961915,1.62629115259908,1.56389972682496,1.56468903234948,1.6072963035639,1.66298975975743,1.70133384931665,1.71290162986036,1.686325962482,1.63345690600364,1.57621775894575,1.52798434645779,1.48369080295313,1.44662305727948,1.41456680834666,1.38217451231314
Egypt,2.65356434325855,2.63748872054856,2.61780168228241,2.59693875434131,2.57613228971344,2.55399115098365,2.53511701619156,2.5120373645959,2.47308541762749,2.41496734280022,2.34724965189295,2.27842073989843,2.22289166555222,2.19005705198931,2.18581043675526,2.2021294761502,2.22078336683937,2.23714720725677,2.26161343482054,2.29392953241228,2.32928440621897,2.35850439438849,2.3793856255788,2.3960663187157,2.40779421412003,2.41054267417846,2.41843070539684,2.41147989746099,2.35554664886531,2.24058346905463,2.09082699796553,1.93238229197352,1.79898004917145,1.70733447829299,1.67147563215086,1.67634053772274,1.68825169034296,1.69512269895054,1.71361366487809,1.74242385291417,1.77668156476959,1.815847786042,1.85044162855419,1.86886551744641,1.86583352745174,1.84736094252354,1.8231429661045,1.80074208838147,1.77987780103849,1.7627758377197,1.74699513738788,1.73010746349816
El Salvador,2.91478081149046,3.06135141290379,3.16976902470045,3.21178845109389,3.17628481456655,3.08897401172407,2.98100425350044,2.88206475909968,2.79951465693726,2.74276858803917,2.69995363155244,2.65618178424283,2.59506930072631,2.51221508202872,2.40278706789023,2.276168836271,2.15152159186629,2.03436194400283,1.91476518298095,1.79341303294729,1.67495958452328,1.5599316076838,1.45779646720412,1.38018228708683,1.33278088462176,1.30950665235892,1.28119793179673,1.25550679494324,1.26676572911216,1.32252218309399,1.40092038607436,1.4968857430448,1.56201654628967,1.54404551088459,1.41847938953241,1.22103211818147,1.00656791593555,0.820261258608043,0.665588091953419,0.559785419814522,0.492955458735114,0.432073286994098,0.371516522836751,0.338258431634401,0.336769772271407,0.359640284135851,0.395447938011121,0.433351492171299,0.470300681347798,0.501138106727499,0.527304762787154,0.555503130355179
Equatorial Guinea,1.28100174724484,1.17702925256241,1.10752514515543,1.17550473702086,1.42811745923841,1.75378062429922,2.21810852292114,2.50013918383272,2.19110961522234,1.14066927872422,-0.38015423482921,-2.08197579551432,-3.58019394665021,-4.65995302527617,-5.00469707251856,-4.64568611283255,-4.15935731716347,-3.60231563532789,-2.30954392300936,-0.138898266592199,2.50920903272943,5.33774200608098,7.46579420911041,8.22946723510971,7.59627006885688,6.24709342343653,4.83431701964081,3.79928016077764,3.13923302679069,2.97801197684799,3.14120136153238,3.32713945623552,3.38469627734365,3.41416170946607,3.39212906021944,3.33666017791279,3.28840717883722,3.26225655411511,3.23872038274566,3.21829315037261,3.1981061728035,3.18018431608715,3.15775982246537,3.11984878165769,3.06360802629299,2.99721900954713,2.92485641182367,2.86052646807985,2.81600494000306,2.79717695185455,2.79218669637117,2.78939734271362
Eritrea,2.48021121996586,2.52400442992384,2.56058681739967,2.58666924398745,2.60121680751373,2.60816294504971,2.61757268682338,2.6297041381672,2.63608526315658,2.63660717176871,2.63684339700532,2.61984704391718,2.61242614106537,2.65775134582911,2.76800458827435,2.91009275038526,3.06211779160006,3.16858146056431,3.1863703624924,3.09647781766911,2.93941231571426,2.73400120020493,2.55380346811459,2.46280874916553,2.48960246445296,2.57468011750096,2.73902683545702,2.8254773394179,2.64829846618845,2.14252346812407,1.45565865450766,0.698408275289667,0.112782752456098,-0.109292719251689,0.17346771951544,0.826439876938926,1.56015369891901,2.18678336590618,2.75342558843754,3.20402301366296,3.54367126410447,3.87471065578955,4.14882900032516,4.2257058629645,4.08483552872686,3.81242235790741,3.49755623491057,3.2344531511089,3.05705617528656,2.99612705895974,3.00801084176014,3.02965652733053
Eritrea and Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1.00723553257787,1.17759057987195,1.26428019452853,1.24849550549695,1.23310010855227,1.09422637310539,1.0478964787638,1.1204385506128,1.10802369751756,1.09513952398495,0.999995422937087,1.07037619543436,1.12390796531781,0.960032301392228,0.865266081367352,0.785459176187127,0.712743106958176,0.73604373010673,0.685613146650277,0.556254915149304,0.60335223799787,0.704718276463133,0.719876655375138,0.687096401884296,0.652187283315182,0.667063356294738,0.743509962008971,0.778102309212138,0.621622035077344,0.398143547527793,0.066490190684368,-0.502159185195728,-1.82418155532121,-2.57431997803655,-2.13858863504971,-1.78539953576165,-1.47536463752721,-1.14091924023266,-0.960559004588775,-0.760519414347599,-0.447259183951826,-0.396105896277875,-0.400846007011925,-0.37512013048788,-0.315741404889247,-0.236923417201132,-0.189616229064446,-0.139653436441175,-0.074337887373475,-0.030138615478123,-0.008207632207167,-0.012014203638791
Ethiopia,2.24598614952244,2.32737109605099,2.4015835688901,2.45939265739473,2.49612810186616,2.51733905437746,2.51224264363612,2.50415267176401,2.52670564293468,2.58999860631986,2.66614734052302,2.7875134594834,2.8632278487058,2.76876778376528,2.46584490107436,2.0515505067337,1.58727690981371,1.23856927487666,1.14495521895267,1.3888341944881,1.85943455641516,2.38830456281869,2.81743497040683,3.11684041432935,3.23847817827741,3.23963848834039,3.21088662410678,3.21206075176036,3.22983548633382,3.27744053985155,3.3356782983467,3.38799479617162,3.40435462076206,3.3679528781866,3.27072656970144,3.13610463467432,2.99147194448018,2.86354731254047,2.7598171502458,2.68914169088735,2.64076300226353,2.597697025109,2.54800633131427,2.49374192266511,2.43205108934892,2.36707735117941,2.30220934922647,2.24459668992435,2.19903188079445,2.16815664405957,2.14680971322867,2.1287546734044
Faeroe Islands,1.46994593002875,1.32801002731448,1.19139160450788,1.09312314772148,1.08408203155918,1.12193063636745,1.17196844814896,1.19328647932302,1.1871713012648,1.13916270252849,1.06408953333581,0.98355100717136,0.920534269577666,0.894480745003784,0.921549792962134,0.982460551929807,1.04885736004061,1.1009732449786,1.14647562272802,1.19265830779552,1.22536429806525,1.22207738110272,1.20732278106681,1.20870001488189,1.24548001277473,1.27632598469821,1.38821393386053,1.43974079973901,1.20631798824403,0.608237255929315,-0.212147070124799,-1.19088057214408,-2.03134503709489,-2.41102631876192,-2.09279905537843,-1.23194518469933,-0.154202035181534,0.757214329124471,1.38928957506696,1.5923760899539,1.48219378479623,1.3355102351966,1.2561525058086,1.11846615878948,0.928854424725954,0.713300935426144,0.448658397872851,0.199903206285693,0.051456741453807,0.057600133249977,0.170548570615064,0.317717621806909
Falkland Is (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,3.34277699129903,3.4409261948464,3.48194943261309,3.41293287734144,3.21418618300742,2.9396253611453,2.64826121608403,2.40362681715239,2.22561310655882,2.13713897302164,2.11124722916416,2.10540895611872,2.08760304716449,2.06043243776487,2.01494348351117,1.96283204748793,1.87791283758749,1.81020793895645,1.8364576280127,1.98094808330561,2.18295913838708,2.44262526731187,2.61569641858451,2.54157816631165,2.16085383178903,1.59605466327693,0.955372737276548,0.430782545012135,0.154528932224202,0.228171610445887,0.548737123356258,0.939027924144756,1.23462530183496,1.41194320709258,1.41305140795004,1.28795793018373,1.16153690862393,1.07132247720361,0.943634068595317,0.776559439508604,0.591978351181837,0.376514894863728,0.190789676760675,0.122790656161497,0.215467674310273,0.420430003059283,0.665579014418481,0.86827258197485,0.998746775190107,1.02266609979504,0.96909826204365,0.900280165097503
Finland,0.780665602982706,0.705711483663754,0.679995399829918,0.706977468183943,0.556315625077213,0.333374795369662,0.374800826434961,0.541550205582204,0.448972197973546,-0.058030840565496,-0.378718237915962,0.126203705860136,0.595195266324646,0.567909197939041,0.523542995771684,0.443863075666863,0.30144863871956,0.279738313043981,0.287122369568676,0.25557902782611,0.311078415926419,0.426515644912231,0.560285843941572,0.595991320809624,0.534342930873442,0.41706890447956,0.324794895907026,0.283626731803862,0.290689051012441,0.361018799003539,0.443382073914297,0.546172018187902,0.561909850746084,0.483854088858285,0.431048902829755,0.381655333457214,0.328037913627481,0.297377330426395,0.265472962436301,0.232116249119004,0.2076065154133,0.227687341886374,0.242381050233372,0.238457240068217,0.290350361518584,0.342248594286998,0.383777136305104,0.425429832100631,0.465549284507694,0.478246393482912,0.457494535465831,0.439949094564848
France,1.20319063610008,1.31494825709725,1.39358824878083,1.40236055812822,1.32204434260021,1.1823981284315,1.01811550996434,0.875842304424897,0.778815893454756,0.748111210027635,0.762952201559962,0.793490728828353,0.804961781734212,0.786068940465384,0.723174070686142,0.632354339663513,0.532912180962244,0.453183787618312,0.408233018376388,0.411338564069192,0.448850140305797,0.496131135485908,0.533589643855824,0.56143085830037,0.572554323218939,0.570617662707077,0.569828408344238,0.571203502023294,0.561737762531037,0.538943511491308,0.50752343911517,0.47455680801338,0.446593921567706,0.425377317912657,0.414029629938883,0.411879206762676,0.407477317336774,0.406574816443139,0.426982629917146,0.324874319126135,0.684578434998777,0.727334167134282,0.726679160181007,0.708165156792606,0.735700104160879,0.753214979019217,0.696620540453501,0.618171961029034,0.558432414488673,0.541817076231928,0.547533718335952,0.553180682019351
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,2.84464193411836,2.93134072967339,3.02733771340625,3.13422462255095,3.26201405202066,3.38536492718069,3.51080302127715,3.6055670623701,3.62333143609,3.55544869456882,3.43426669890687,3.29928843987656,3.18798627536621,3.11079239307116,3.08290147950668,3.08318478389324,3.08139129490623,3.0617488761025,3.04179103638728,3.01883857993108,2.98730185668105,2.95977397562834,2.92149633509145,2.855544266393,2.75561481256558,2.63402939168963,2.5115229198768,2.40185614148961,2.30168719438488,2.21696132451944,2.14482382602236,2.06720341185024,1.99388655115636,1.9529789159638,1.95149329020056,1.97254284484523,2.00662741330499,2.02102468490774,1.98491438621293,1.88506629022772,1.74293946735297,1.59056216362205,1.46040815479482,1.36090166391972,1.30607342012319,1.28256498574991,1.26671076504249,1.2420654649898,1.21548751944478,1.18146673463621,1.14366766784013,1.10663136418753
Gabon,0.485600643022261,0.546542567666411,0.610547744185216,0.664878804216693,0.704860269768479,0.743572196099198,0.771108723893128,0.828564861003727,0.973727028212335,1.23054485207001,1.55817648199508,1.90830421900484,2.21402873901716,2.44003613205448,2.55962686472432,2.60597740966112,2.63143855552025,2.67185275031397,2.72034345827784,2.78601822514652,2.8610568827782,2.92782561003086,2.97995293781398,3.02469187503528,3.06225731308439,3.09277614133864,3.1072654792146,3.11535270176845,3.13463283035692,3.16880732515191,3.20513791817306,3.23927351229665,3.24572808665112,3.20075764319506,3.09522707759204,2.95117062031718,2.80112730701676,2.66499376589809,2.53801527862425,2.42598481400213,2.32692052986016,2.23276683453774,2.1434060293885,2.06693206875452,2.00536090033774,1.95652489539268,1.912179309254,1.87503565659502,1.85624619225331,1.85836190330947,1.87395463664655,1.89489915825924
Gambia,3.16087247760158,2.52772838488742,1.97018544752835,1.62614312557734,1.57229564264435,1.72787177115872,1.91104025805485,2.05258849929476,2.23811991019848,2.45802418638296,2.69032113516715,2.95780856258962,3.19911641336105,3.3220904335146,3.30010940983,3.19560164289006,3.07429382055347,3.01424753459141,3.04450438462481,3.18992204251842,3.40874010888003,3.59167658367718,3.73857332321555,3.93648586883109,4.18992498887282,4.44418253903762,4.70635171931945,4.86440728264914,4.8001384871188,4.48663554827457,4.0356294145765,3.56863591872537,3.19398157485861,2.93348394674966,2.82047465766858,2.81034200203564,2.81262808912027,2.79631050366417,2.80533370764609,2.83595371994848,2.87823691606251,2.9317365283542,2.97701418715329,2.99128948497894,2.96549798710593,2.91400569061801,2.85708715309066,2.81021329703797,2.77325281023396,2.7505764514281,2.73672496718541,2.72289847328376
Georgia,1.8437529183647,1.57843586242192,1.51934218612588,1.47302172404034,1.41030647236467,1.31677103746475,1.14347809836994,0.98087961095848,0.907052602504574,0.935667821463932,-2.79587301981457,1.0429819261704,4.77040303303618,0.880708360764379,0.868346221328303,0.738010729762246,0.721090302126311,0.681625222138157,0.583823410216356,0.73630527828658,0.842900505178333,0.820316229275049,0.846666492599661,0.878842348486769,0.853879670691174,0.876678994769127,0.888192528985836,0.825576238611123,0.990127868199943,0.262664316118746,-0.027068389492002,0.703475649320206,0.774511050286416,0.76855845063073,-1.01303474624264,-2.65970907472162,-2.5220318342487,-1.84751147321087,-0.982389344111834,-0.778544839439849,-0.771072946015597,-0.724616161382205,-0.672509797239651,-0.647027896537131,-0.245166188116453,0.988544256132031,0.840264328247988,-0.218519617137073,-0.107157931390291,0.616296225509049,0.947703288710297,0.742832430852728
Germany,0.782668663977047,0.769854344284138,0.879431691508147,0.925875063469896,0.805140883333687,0.85319043680184,0.834560800634988,0.457208526697556,0.444717326246995,0.792983738181534,0.332661392813347,0.183475313574861,0.478481045657976,0.314942451198579,0.038969223198396,-0.372846359360899,-0.428766874960255,-0.226376662518719,-0.087031415353785,0.044207406298957,0.207430406185115,0.152308489359723,-0.095113436547774,-0.262152572305171,-0.345666402296961,-0.223489901582361,0.045768063973654,0.15361757528619,0.390678960242038,0.773336990610757,0.861969448764933,0.728605546561364,0.760346946721127,0.657391218087626,0.346856648630233,0.293904443716697,0.289474899455448,0.146313281561802,0.015143650855281,0.064634577905237,0.135431600393084,0.168225361337335,0.168128319406931,0.055363303587324,-0.021709727650009,-0.056778261835203,-0.112797497644931,-0.133718572600486,-0.190142844695674,-0.253383410163402,-0.153198446937304,-0.062298579783494
Ghana,3.14443935110597,3.15719018972704,3.12960784309041,3.01960180742394,2.812549858721,2.55670131422427,2.26415238233055,2.02914540597655,1.94834300650067,2.06531327890496,2.30324155294551,2.60881706190075,2.83806200612242,2.87977620041852,2.68235191836957,2.35003072378043,1.95972672005394,1.68231407914868,1.6448353488035,1.92155585479058,2.39382720416714,2.91692073918911,3.31212489898209,3.50720681525514,3.44999524753989,3.23452886750883,2.98457586841491,2.80144772309751,2.69273116094843,2.6876267598067,2.74666435969453,2.81740972381606,2.84882108708905,2.83164953064522,2.75184595363392,2.63516210433022,2.51164436550756,2.41501056525384,2.35708677583649,2.34930110758474,2.3749804483521,2.40631203011375,2.42596513118898,2.43858789578003,2.43963282968785,2.43182442442136,2.42306131910033,2.4146060687918,2.40035037223279,2.37956828805656,2.35376036420329,2.32595759963772
Gibraltar,0.900970079397458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,0.722756593436363,0.792901846960662,0.595777103319398,0.370892005189515,0.36261254676326,0.467787696313794,0.73780408125038,0.814411517253211,0.650532889746133,0.36542076251453,0.228196508250718,0.433844787806772,0.650037188006439,0.454133111943996,0.368183314375017,0.938660353611257,1.55321356294865,1.30110948889596,1.2966043585136,1.24669806674167,0.98222001605907,0.896616062871497,0.616462040117845,0.581724932326243,0.498156576200026,0.38828897916594,0.330759073504694,0.334358494429305,0.363197987305088,0.5218509800862,0.66583934946498,0.973789651931086,1.10127293560156,0.918270825126016,0.832668775675109,0.767912277755292,0.700804487109618,0.626754469114812,0.540235109210574,0.439278596151068,0.320201197780994,0.297017166704495,0.342664722758886,0.326845112640398,0.345815406877197,0.381347000526511,0.399912003303461,0.396603695973153,0.395286137785512,0.405562687868784,0.2898277241745,-0.101752885101786
Greenland,4.00657721812015,3.62577480226244,3.78502241310975,3.92207131532813,3.2435275753154,4.16726964005681,3.26252273160766,3.39838528155986,3.51736141782671,3.39783536418493,3.2861664484001,1.70944333593003,2.30376680670171,1.43887374520997,1.01523714640179,0.20181641562372,0.201409937170119,-0.605450890870626,-0.405680069561432,0.80972102326193,1.20241929668018,1.58106060266422,0.975617494536466,1.15831410896309,1.14505067879955,0.944294080028209,0.562325755436204,1.11525319504751,1.2856008101534,0.908271457431923,0.54102927282477,-0.180018050414785,-0.361011222409979,-0.180995524523942,0.542006746933911,0.539084863487637,0.179051077378829,0.178731057409588,0.178412179350139,0,0.178094437099469,0.266548358613988,0.45857426832132,0.27519554474986,0.256870544844429,0.042162219762719,-0.283179181223717,-0.386485846698679,-0.402186876651222,-0.008876974022928,0.372156096929232,0.372538545389051
Grenada,1.8037123806009,1.54514441547441,1.26872777950866,1.00137582648023,0.759924249585778,0.54185731509391,0.313590762689472,0.083247719447145,-0.095899007786893,-0.207921128231572,-0.270839449951369,-0.268388188665025,-0.259524917517347,-0.32856166614616,-0.51420604365487,-0.754655471343336,-1.11212611249572,-1.3794841938372,-1.25374943225873,-0.566701419177804,0.482406652262946,1.74770386928519,2.73667218457851,3.05764935161789,2.52867865757354,1.47845848065653,0.238135849906665,-0.768470560152738,-1.33623245929223,-1.22509400755386,-0.60626659258482,0.174483862970427,0.770105262970182,1.12531585562591,1.11480714098991,0.852238008268596,0.541645173481739,0.329127020806357,0.177990534387694,0.133285304542666,0.165618445159864,0.205655093565224,0.218965647052618,0.236102172386824,0.254092489505481,0.271944570072159,0.294502353584681,0.320728939455496,0.342844785847751,0.359927248346337,0.373950499057048,0.384952022108232
Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,1.76680662369554,2.05333365613516,2.30631434916031,2.4692266339635,2.51917647512942,2.49020903393967,2.44384315764531,2.4106427809968,2.36982910425132,2.33053183420028,2.29266585588819,2.24814369282115,2.20430759105714,2.17647770819289,2.17298598692996,2.18130343134127,2.19424386511229,2.20433442985712,2.21666846036069,2.23291358750288,2.24702967659595,2.25362434346192,2.25688748259708,2.27110174054396,2.30124345457533,2.3365687478817,2.37317638321405,2.38682525770247,2.3444366556584,2.23356251670622,2.08027239823242,1.92586711929417,1.7880759077147,1.65763647129506,1.53656866635731,1.4302218184409,1.3117851222249,1.21176843322155,1.18931695126286,1.26427426940291,1.40201041188677,1.56617418099086,1.69623555536648,1.74951047588267,1.70014337031239,1.58277416773581,1.44824654475933,1.34164715222231,1.26351746306468,1.22805829343946,1.22427795156774,1.22374851447654
Guatemala,2.72066767863478,2.71889722074279,2.71738514263016,2.71430858393522,2.70853860109526,2.70131071781372,2.68987054322212,2.67937778178834,2.67743700374857,2.68626834659154,2.69930942664305,2.71721872219494,2.72514231176996,2.70657925273125,2.65551802252147,2.5855521914532,2.5079979170147,2.44418846762881,2.40845669729075,2.40898197948054,2.43211430526007,2.46290949268206,2.48136173613542,2.47804589003777,2.44609168522992,2.39679844971445,2.34427991233056,2.30349306291182,2.27893577118453,2.27553270450244,2.28637933298433,2.30379611151021,2.31704969068233,2.32103988738208,2.31204094130128,2.29652054681746,2.27778888903096,2.26839748751193,2.27920992737497,2.31521225255083,2.3663441736561,2.42244085697243,2.46839751727374,2.49584829348127,2.4992832649187,2.48711983636705,2.46788918316284,2.45478051339223,2.45489466179175,2.47286588142901,2.50029983069122,2.52798683742131
Guernsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,1.46646275100942,1.46135673037655,1.46420119854999,1.49793797441814,1.57237806984811,1.66273687245065,1.77262006089669,1.83994593417104,1.79113938833717,1.59559844946525,1.30687775692723,1.01139501215618,0.767825305110411,0.569161526696613,0.437387816105847,0.370934540338946,0.308630395033773,0.283474027365514,0.396839647503953,0.682438438131208,1.08867819359445,1.58400038040704,2.05037972284603,2.37982581798406,2.52034317610214,2.55392515487386,2.45118689995126,2.43434505191005,2.76713548342643,3.53503360105585,4.49111983185699,5.47998906457334,6.09962731253652,6.07611092047868,5.35544402688992,4.26229093780081,3.12953090683514,2.23497051928302,1.62161467138035,1.38920738995104,1.42843157047278,1.52056602147654,1.55293704366621,1.60264980106429,1.6488178545942,1.69686699121581,1.75951014948097,1.84848142760344,1.95953721561618,2.0922458779196,2.23253109963079,2.37810808818818
Guinea-Bissau,0.550994449109506,0.406394536078456,0.276097629242395,0.145871137363581,0.011700617973124,-0.100168153734622,-0.226961618654652,-0.27555790169292,-0.093199787373489,0.388710757503709,1.07673786486248,1.79678278865158,2.42106492164179,2.94758973082133,3.3331889745305,3.58706237624559,3.83094510432885,4.0001936226859,3.92716929713048,3.5854204812621,3.08936915231002,2.54716702271481,2.09518341691213,1.8002982227365,1.71833877387093,1.78492034541579,1.87856764942573,1.9311544081426,1.97619238672132,1.9985239400859,2.00432397001722,2.0190294471656,2.04255599573221,2.049794941483,2.03654858634592,2.00949592855531,1.98097359050604,1.95915134226945,1.94287146283493,1.93469015154225,1.93311810815677,1.93180251424087,1.93172178861502,1.94060509511317,1.95961322776696,1.98499489076057,2.01202001392969,2.03568919432303,2.05473067636719,2.06707640372625,2.07412788076867,2.07937191532502
Guyana,2.84267440053783,2.7604483993537,2.68831873899897,2.64724456366581,2.64344452660038,2.65065065835724,2.68637739546742,2.67560445273121,2.51976335358376,2.18500261604424,1.74418388182657,1.24893559773521,0.82245576426525,0.562004415959155,0.531713615865764,0.655716332737856,0.846424195061202,0.962940386578731,0.925432716440479,0.670589788390423,0.27171898202995,-0.163226430733998,-0.525884956494344,-0.792089791197283,-0.910151282651718,-0.908931618592094,-0.884781180517813,-0.86627431383843,-0.78606081673456,-0.637805020943812,-0.442647297818832,-0.204780726349736,0.023081234298908,0.178664674415531,0.226392676309978,0.196214512833447,0.138781286666701,0.103240286862983,0.097931730925272,0.142001755790256,0.219173006976286,0.303181593527052,0.364343140417619,0.39406759602039,0.379613945219549,0.334501895143883,0.279146630110691,0.233183878366068,0.201112713508989,0.190749570495734,0.196350857044034,0.2048284335219
Haiti,1.96184581848253,1.97871538458116,1.99087879753405,1.99816106115986,2.00028203879773,1.99707950412144,1.99897964970177,1.9967333736267,1.97149051344243,1.91799564333029,1.85003410497695,1.77857720254875,1.72644280845987,1.71094828816196,1.74251316191984,1.80782923680912,1.87465977280771,1.93556753225825,2.00977140250323,2.0971972447979,2.1878252105058,2.28172211250266,2.35785658359831,2.39146610306702,2.37267919535848,2.31837345428021,2.25324370238887,2.19639572590661,2.14828159671904,2.11500999316992,2.09165382625704,2.06492679368294,2.03255259680591,2.00431608462804,1.98112749297845,1.95976612062564,1.94021324482032,1.91509614528686,1.87584787004109,1.81889703361535,1.7504136521534,1.68103358326588,1.61699828801674,1.55629942195299,1.50084567376709,1.45076633274667,1.40097066813081,1.35500590030745,1.3221223474268,1.30517424922406,1.2993367033722,1.29782384702819
Holy See,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,3.17939680419,3.27496512856812,3.33199322526922,3.30913519797248,3.19128628685159,3.01974350363004,2.83855018219236,2.69916466326353,2.62214033142259,2.62531813798642,2.68396811048505,2.74863992510375,2.80092411698577,2.86224557099902,2.92949620594351,2.99684039192276,3.06542056969245,3.12347025191199,3.15516489219375,3.15520718125916,3.13334074248724,3.10197564817753,3.07259512055436,3.04712840460649,3.0290604405017,3.01352615279445,2.99260745548441,2.96209313997901,2.92426000693362,2.87841674585695,2.8252463510559,2.77407591080524,2.71865191133218,2.64444957084297,2.54829071662814,2.44040001759914,2.33142008762865,2.23540118364456,2.15967639978635,2.109995900502,2.07975849258389,2.05525186206618,2.03133786622179,2.01448533007135,2.00405659598546,1.99847046008935,1.99367444369566,1.9899661974897,1.99048708328109,1.99538027010787,2.001349551636,2.00802424726444
"Hong Kong, China",4.45099050762392,2.96304092369424,4.2364946734332,3.44066885043933,2.41727169428962,2.62739506314664,0.885475776428606,2.52709736414844,2.12352674143938,1.59656953543841,2.4314432025797,2.1564245272915,1.91708548431841,2.82139883125314,2.15964922434691,2.89703972971136,1.25619719526045,1.44371141988298,1.81170641890994,5.46545378423268,2.6700809652344,2.3482267682345,1.55249627039205,1.51940790612199,0.982973566854865,1.07425877163635,1.24582698320867,1.18578820123899,0.661433491563543,1.03591232011459,0.321315033221987,0.829228336445851,0.839650031457883,1.71777073417072,2.25203043111788,1.98013277729748,4.43860779481101,0.832512854813318,0.834808807338866,0.955125814331738,0.881594075853745,0.736962668138432,0.44284682728195,-0.197404126472125,0.77991856230718,0.436871406105885,0.642270482876128,0.998339569469686,0.74513420512524,0.371923126021746,0.911067667006081,0.053750514045705
Hungary,0.26750579682728,0.453239643988489,0.322661285045066,0.260182925848219,0.31560144966103,0.277287713495036,0.302244758289581,0.372155583052453,0.3830621867148,0.417504517274341,0.379781402332206,0.286176098681919,0.298102515341836,0.32227702792653,0.446325661927294,0.588081809047071,0.550182988827917,0.464581042574049,0.344923733135305,0.180747381922393,0.065093729327112,0.006777771712133,-0.058952115511336,-0.150240752751468,-0.20009784947921,-0.181847163431744,-0.170579145153423,-0.167798788201122,-0.153272935554963,-1.08898389340205,-1.03311729690015,-0.005668183389228,-0.039136583268413,-0.114035594392761,-0.13688310430324,-0.139220003601429,-0.171771608629025,-0.201458936335808,-0.232679336866497,-0.283260610485194,-0.259764908288633,-0.229379183308447,-0.28475137719698,-0.286433268128688,-0.221439378654807,-0.198878843237103,-0.155716484651578,-0.154915158060948,-0.17509736747488,-0.154908813950621,-0.226013875689698,-0.290651314474471
