Female agriculture workers (%),1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007
Spain,18.3999996185303,17.7000007629395,16.7999992370605,17.2000007629395,16.7000007629395,16.5,13.8000001907349,12.8000001907349,12,10.8000001907349,9.80000019073486,8.5,8.10000038146973,7.80000019073486,7.40000009536743,7,6.19999980926514,5.90000009536743,5.5,5,4.69999980926514,4.5,4.09999990463257,4,3.70000004768372,3.59999990463257,3.29999995231628,3
Sri Lanka,,51,,,,54.2000007629394,,,,,,,,42.5999984741211,46.5,41.5,40.2000007629394,,48.7999992370606,,,27.1000003814697,,,,35.2000007629394,37.9000015258789,36.7999992370606
Saint Helena,,,,,,,,,,,,,,,,,,,3.90000009536743,,,,,,,,,
Suriname,,,,,,,,,,,,,3.20000004768372,2.29999995231628,2.29999995231628,3.29999995231628,1.79999995231628,2.90000009536743,3.20000004768372,1.79999995231628,,,,,4.5,,,
Sweden,3.09999990463257,3.20000004768372,3.09999990463257,3,2.90000009536743,2.70000004768372,2.59999990463257,2.40000009536743,2.09999990463257,1.89999997615814,1.79999995231628,1.79999995231628,1.89999997615814,1.89999997615814,1.79999995231628,1.60000002384186,1.39999997615814,1.39999997615814,1.39999997615814,1.29999995231628,1.29999995231628,1.10000002384186,1,0.89999997615814,0.89999997615814,0.89999997615814,0.89999997615814,0.89999997615814
Switzerland,5.09999990463257,5.30000019073486,5.19999980926514,5.19999980926514,5,4.80000019073486,4.5,4.30000019073486,4,3.70000004768372,3.5,3.59999990463257,3.90000009536743,3.90000009536743,3.79999995231628,3.59999990463257,3.59999990463257,3.59999990463257,3.70000004768372,3.70000004768372,3.59999990463257,3.20000004768372,3.20000004768372,3.09999990463257,2.90000009536743,2.79999995231628,2.70000004768372,2.79999995231628
Syria,,,,52.2000007629394,47.5,,,,,47.2999992370606,,,,52.7000007629394,29.3999996185303,60.2000007629394,,23.1000003814697,,50.2000007629394,61.7000007629394,56.7000007629394,61.2000007629394,49.0999984741211,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,75.0999984741211,,,
Tanzania,,,,,,,,,,,,,,,,,,,,,,84,,,,,80,
Thailand,74.0999984741211,67.1999969482422,63.7000007629394,64.5,66.1999969482422,64.0999984741211,68.1999969482422,64.8000030517578,67.5,67.6999969482422,64.5,60.2999992370606,61.5999984741211,57.2000007629394,56.7000007629394,53.2000007629394,51.4000015258789,51.2999992370606,49.7999992370606,46.7000007629394,47.2999992370606,43.5999984741211,44,42.5,40.2999992370606,40.7000007629394,40.5,40
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,24.7000007629395,22.2000007629395,15,19.2000007629395,20.2999992370605,17.2999992370605
Tonga,,,,,3.40000009536743,,,,,,,,,,,,,,,,,,,4.59999990463257,,,,
Trinidad and Tobago,8.60000038146973,9.5,6.40000009536743,6.09999990463257,7.59999990463257,7.5,7.59999990463257,7.30000019073486,8.80000019073486,7.69999980926514,,6.40000009536743,5.5,5.59999990463257,6.19999980926514,5,4.5,3.90000009536743,3.40000009536743,2.79999995231628,2.90000009536743,3.09999990463257,2,2,2,1.70000004768372,,
Tunisia,29.5,,,,,,,,,22.7000007629395,,,,,,,,,,,,,,,,,,
Turkey,,,8.5,7.30000019073486,8.10000038146973,79,,,78.1999969482422,77.6999969482422,75.8000030517578,77.4000015258789,72.1999969482422,68.8000030517578,71.1999969482422,71.1999969482422,71.5,67.1999969482422,67,67.5999984741211,60.5,63.2999992370606,60,58.5,57.2000007629394,51.5999984741211,48.5,47.2999992370606
Uganda,,,,,,,,,,,,,,,,,,,,,,,,75.6999969482422,,,,
United Arab Emirates,,,,,,,,,,,,,,,,0.10000000149012,,,,,0.10000000149012,,,,,0.10000000149012,,
United Kingdom,1.29999995231628,1.20000004768372,1.20000004768372,1.20000004768372,1.20000004768372,1.20000004768372,1.10000002384186,1.10000002384186,1.20000004768372,1,1.10000002384186,1.10000002384186,1.10000002384186,1.10000002384186,1.20000004768372,1.20000004768372,1.20000004768372,1.10000002384186,0.89999997615814,0.80000001192093,0.80000001192093,0.69999998807907,0.69999998807907,0.60000002384186,0.60000002384186,0.80000001192093,0.60000002384186,0.80000001192093
United States,1.60000002384186,1.60000002384186,1.60000002384186,1.60000002384186,1.5,1.39999997615814,1.39999997615814,1.39999997615814,1.39999997615814,1.39999997615814,1.29999995231628,1.29999995231628,1.29999995231628,1.20000004768372,1.60000002384186,1.60000002384186,1.5,1.5,1.39999997615814,1.39999997615814,1.39999997615814,1.39999997615814,1.39999997615814,0.89999997615814,0.80000001192093,0.80000001192093,0.80000001192093,0.69999998807907
Uruguay,,,,,,,,,,,,,1,0.89999997615814,1.5,1.60000002384186,,,1.5,1.20000004768372,1.10000002384186,1.70000004768372,1.29999995231628,1.70000004768372,1.79999995231628,1.5,5.19999980926514,4.80000019073486
Venezuela,2.40000009536743,2,2.29999995231628,1.89999997615814,2.20000004768372,2.20000004768372,2.40000009536743,2,1.79999995231628,2,2.20000004768372,2,1.79999995231628,1.70000004768372,,,,,,,,,,2.29999995231628,,,1.79999995231628,1.79999995231628
Vietnam,,,,,,,,,,,,,,,,,70.4000015258789,66,65.5999984741211,65.5,66.3000030517578,65,63.2000007629394,61.7000007629394,60,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,29,30,29.1000003814697,31.8999996185303,34.5999984741211,26,29.8999996185303,33.7000007629394,33.7000007629394,32.5,34.2999992370606,36
"Yemen, Rep.",,,,,,,,,,,,83.0999984741211,,,86.9000015258789,,,,85.8000030517578,87.8000030517578,,,,,,,,
Zambia,,,,,,,,,,,56,,,,,,,,78,,78.5999984741211,,,,,,,
Zimbabwe,,,,,,,,,,,,,,,,,,,,69.5,,,,,,,,
