Urban population,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Turks and Caicos Islands,,2766.04416,2786.745204,2796.257388,2798.26827,2800.03248,2799.571892,2798.837064,2804.886852,2829.033136,2878.28992,2961.1005,3073.892512,3205.821864,3342.539736,3473.50398,3596.952906,3714.404804,3837.638942,3981.013876,4158.23975,4500.52225,4891.24764,5320.5189,5767.13688,6217.35939,6635.938656,7053.241332,7493.626818,7994.903196,8585.87307,9218.1936,9958.83885,10759.06512,11541.08284,12255.36024,12822.382116,13309.1742,13863.202156,14695.526688,15957.1215,17737.198336,19954.352656,22450.985,24987.036468,27372.87336,29453.66876,31340.943072,33017.46512,34489.688896,35768.17332,36702.007072
Tuvalu,,1028.344532,1089.933922,1153.603196,1217.930058,1281.49467,1348.89911,1415.014034,1480.186224,1545.269842,1611.02976,1683.66643,1756.81827,1830.90482,1905.15325,1979.73285,2059.954464,2140.442864,2222.816808,2308.889982,2400.96922,2505.75648,2617.213824,2732.491922,2848.387124,2962.02648,3105.93953,3247.45115,3386.44233,3524.02671,3661.11644,3742.192768,3821.858138,3901.292672,3979.157416,4057.1119,4111.326144,4164.499816,4218.855992,4275.331416,4334.43542,4397.423184,4464.11884,4531.77368,4598.016696,4660.8752,4719.397152,4774.320864,4826.533488,4876.955264,4928.04396,4978.800752
Uganda,298643,324794.273342,351452.203032,379824.900252,409862.147128,441510.65168,475894.0438,512082.87186,549909.07482,589106.41377,629476.90848,655735.886208,682266.246,709383.805824,737555.813424,767158.3744,801062.380836,836792.059984,874282.309472,913363.38888,953964.94954,1025339.166912,1100188.877428,1179300.316968,1263793.40556,1354597.86176,1461773.810224,1576655.643888,1698738.46636,1826957.800512,1960420.65492,2050037.741734,2141782.096408,2235580.712694,2331452.884992,2429528.27725,2522459.905056,2617305.52461,2715153.910392,2817481.274406,2925429.1584,3076851.858512,3236784.113148,3405226.196632,3581885.361536,3766565.90592,4003165.2113,4251226.0874,4510992.08448,4782682.23384,5066513.44914,5376189.04695
Ukraine,20022449,20602580.893726,21193450.625424,21787610.6877,22379409.263832,22964511.36447,23569738.613694,24166350.080124,24757568.360832,25348865.379948,25944110.66331,26485784.852058,27030287.110752,27572329.600242,28104105.060702,28619951.07222,29092063.194506,29547336.012334,29990957.560164,30430939.330052,30873367.3015,31282962.226,31685590.688,32100959.912,32524888.836,32933624.77,33262205.314,33602762.402,33966043.586,34347140.114,34641542.44,34734129.7656875,34854421.5018278,34894011.6203107,34741510.992123,34487999.039484,34203108.7839838,33912520.2770728,33630236.2321195,33333897.5920091,33019122.8995677,32751583.0561412,32489931.075,32289041.394,32106227.076,31932581.185,31801165.7975,31695191.838,31606840.314,31549273.698,31506290.295,31484189.924
United Arab Emirates,66322,72406.239392,81002.909988,91011.006948,101166.185664,110757.86807,119378.12446,128037.7934,139052.6733,155596.99244,180075.17554,212800.999302,253343.542088,302113.053088,359341.79666,424789.0171,498475.5126,580131.28252,664955.58816,746483.19292,820197.6188,879497.705064,929891.699936,975641.922944,1023018.70652,1076555.96,1138078.220792,1205884.159896,1278567.877154,1353739.091712,1429749.58742,1506929.519352,1586264.96829,1667909.705072,1752116.68892,1839352.25941,1947083.996592,2065412.66138,2189771.421924,2313360.165988,2433951.83876,2539746.20928,2637809.886624,2770135.520844,2994356.123856,3347527.87438,3852252.61904,4485193.58934,5171978.9459,5806816.7209,6312974.5098,6654542.463984
United Kingdom,41060432,41352643.2,41638731,41884662.3,42090624,42294195.9905,42451064.097,42602937.7784,42733082.8362,42833076.3315,42925828.5025,43168764.815346,43378869.59721,43526370.000282,43617478.371852,43677888.214,43756857.402368,43832160.016824,43924199.063472,44053399.480514,44195959.85896,44201099.580612,44175010.427886,44179824.703872,44239531.057904,44329755.0852,44404205.6264,44470324.945,44540723.0448,44628280.3309,44733263.7004,44896277.521922,45042384.625304,45175089.368292,45314896.37248,45459650.5759,45610217.8357,45762596.776788,45931004.595838,46119371.583924,46319551.18614,46531086.48712,46744821.988606,46976691.895314,47257178.970028,47581418.23149,47935507.797504,48305939.020026,48689728.060596,49082776.698106,49478890.62688,49884536.196
United States,126469700,129268132.666,131974142.696,134599886.436,137205240.336,139663053.37,141962708.16,144201721.584,146340364.368,148475900.598,150922373.04,152863830.642,154530472.704,156034106.334,157488073.512,159070593.69,160626384.5,162287511.93,164054048.4,165912796.55,167551170.5,169550591.672,171524952.256,173454025.472,175318908.1,177239104.56,179271771.416,181271907.396,183319482.224,185456834.772,187966119,191481318.9,195155851.2,198760059.3,202238643.6,205699755,209097696.132,212633197.392,216140988.036,219663636.48,223159429.23579,226314934.86817,229369011.159394,232301606.486286,235423072.529748,238573505.53869,241727711.628208,244888319.580306,248074383.771412,251125014.268574,254109115.03527,256701884.90128
Uruguay,2035321,2068693.278256,2100246.816286,2131162.093416,2161414.99115,2190899.87168,2219599.08352,2247503.05104,2273437.80768,2295857.6784,2313813.49056,2326524.045286,2334879.492904,2341153.408398,2348532.913232,2359344.27317,2380094.128284,2404634.118988,2431995.308176,2460521.321258,2488964.40102,2515940.03616,2543048.03452,2570252.86616,2597620.00652,2625207.30604,2652713.414104,2680202.18648,2708006.265924,2736596.61492,2766279.11706,2795694.70952,2825874.795142,2856611.95804,2887610.980444,2918531.73342,2934597.645314,2958410.44413997,2979523.28161192,2998363.71418522,3014498.89526004,3025326.53264896,3029452.45064294,3028850.2532321,3031155.0626,3038785.86775,3050322.946596,3062520.679972,3075389.577736,3088963.274612,3103262.60552,3117432.5568
USSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,2909890,3037531.688088,3174626.548224,3317511.03411,3463670.302572,3611300.52078,3761708.95254,3913187.96172,4067598.7728,4227789.81669,4395765.01716,4595966.14701,4805551.2618,5022305.098764,5242853.065716,5464752.29739,5667380.65554,5870162.18745,6075327.68928,6286265.7936,6505503.45018,6676398.1674,6852624.1989,7033147.09446,7216315.68204,7400874.51246,7567656.73092,7734128.2634,7901152.22952,8070060.43184,8239277.2,8344259.712,8467893.608,8586518.976,8679232.728,8758554,8880729.05,9001885.452,9099311.034,9148784.4504,9226398.216,9306328.8896,9382863.3604,9454219.5644,9524979.1304,9597008.92,9689807.3712,9803380.896,9936217.0056,10079121.9216,10340731.296,10635598.176
Wallis et Futuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,6638,6957.92601,7305.41844,7667.13558,8038.27864,8415.97423,8808.69762,9208.35448,9621.426752,10057.74481,10524.68725,11037.95631,11583.67743,12158.89656,12759.07619,13379.7297,14078.15584,14801.16523,15542.10072,16292.46477,17045.4834,17949.348576,18862.721664,19792.349584,20749.347832,21743.6166,22777.417446,23848.711768,24971.679504,26165.343728,27442.9274,28657.527968,29958.72542,31307.034308,32644.168468,33928.55132,35156.765214,36326.893596,37492.154524,38732.949168,40111.08802,41620.450608,43275.64687,45049.990848,46896.275418,48778.1583,50715.3372,52692.23015,54713.87713,56789.9289,58927.78439,61164.534618
Venezuela,4668605,4923222.02064,5198138.569172,5482987.096104,5776288.98578,6077209.7967,6374314.20248,6678933.39734,6994264.0096,7324840.35448,7674280.75656,8023652.066092,8391093.721632,8777605.934444,9184010.536176,9610435.54362,10044432.024642,10497940.846848,10964790.254094,11436386.31936,11906472.77505,12414605.426192,12883217.428864,13354714.812096,13828457.409568,14304105,14767970.5539072,15233302.4953824,15700729.9756736,16171220.6952288,16646090,17145475.664,17663114.456,18186363.776,18715223.624,19247947.6,19764361.676,20283725.484,20805119.582,21331178.984,21852914.79,22361160.51,22873985.16,23389578.828,23907929.382,24427186.47,24920311.396,25414134.726,25910494.68,26406600.256,26906158.76,27376335.344
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1342518.22272,1414552.0803,1490368.02444,1570161.38344,1654136.95392,1742511.31724,1830360.87825,1922602.12648,1999356.26753,2079135.3726,2162056.7135,2245363.089536,2331857.75132,2421662.663904,2514903.148242,2611710.10578,2712071.303062,2816265.827028,2901966.52223,2897481.240822,2895163.49412,2988512.746428
West Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,5107221,5329816.3301184,5558754.6865728,5795307.6079392,6040676.7681536,6295975.61,6574579.8061056,6865531.8438912,7169607.1546048,7487420.7160704,7819407,8043735.2425408,8277022.8100096,8518465.8035904,8766838.6532352,9020994.6,9278505.154,9539988.073216,9804242.492912,10069943.359968,10335639,10566773.9251725,10787999.8741845,11011087.3542684,11248835.5293002,11515169.48,11868932.502,12250335.5,12638302.562,13030067.388,13371682.585,13879772.7536,14393550.1278,14913812.519,15440165.947,15973641.585,16551264.4348,17136508.6642,17731626.8496,18334645.6922,18921755.566,19620185.034,20311638.7416,21016897.6488,21743540.1492,22477770.735,23247159.642,24024742.5438,24811618.2486,25610158.65,26419935.861,27261671.04
Virgin Islands (U.S.),18080,19722.5534,21488.8014,23436.0234,25572.3818,27842.76,30528.1768,33428.5336,36618.4728,40041.0284,43842.96,50213.046,54608.432,61306.392,66702.96,70730.3,73176.384,71801.394,75058.752,75999.936,77742.59,79354.128,83436.204,85931.872,90129.672,90179.6,90483.465,90780.52,90207.535,89614.12,91159.95655,92476.875678,93856.357038,95211.841874,96463.602522,97506.46029,98229.081378,98941.33431,99580.64543,100111.828904,100626.87375,101070.054844,101579.193494,102134.367816,102672.187818,103249.92993,103640.200334,103928.021388,104177.189648,104391.243558,104570.8975,104649.87716
North Yemen (former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Yemen (former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,475203,494623.586176,524818.54488,556070.42594,588186.394016,621007.03356,658653.496,697381.353008,736943.572992,776968.126208,817283.936,848544.607232,880062.73488,913332.603776,950488.269384,993275.127,1044615.7284,1102662.1664,1167252.6699,1237751.60484,1313656.0612,1397893.961258,1488659.552736,1585325.705568,1686919.431536,1792877.7606,1916639.977812,2045323.859064,2182390.385142,2332985.059184,2500879.62579,2695749.022512,2910099.300192,3138028.670304,3370181.04405,3599205.6672,3811517.131554,4018244.203064,4223378.4177,4433871.730064,4655349.26662,4895436.272064,5147602.396374,5411962.46164,5687857.802574,5974891.33848,6279384.58404,6596914.04216,6928172.88262,7273923.750912,7634748.99388,8016511.61024
Yugoslavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,551011,601586.608224,653480.557782,708251.743156,765969.159702,826729.5758,903398.07466,984197.972652,1069556.612916,1160043.75968,1256178.41787,1337897.767388,1424498.117518,1515870.99648,1611724.681908,1711855.0817,1819215.041224,1931194.480416,2048187.948528,2170767.334736,2299381.94475,2374054.90113,2450871.7556,2529521.19698,2609580.18861,2690675.42205,2771707.480578,2853752.795442,2936002.808624,3017423.7567,3097411.08571,3142184.647008,3183737.035284,3223955.554692,3265340.043954,3309474.95424,3357261.347916,3407777.19584,3458702.215224,3506886.23176,3550347.60724,3674576.463,3798962.50746,3925523.10768,4057252.975,4196601.0738,4351604.38633,4515609.295648,4689372.266376,4873500.087904,5005751.88525,5277521.592186
Zimbabwe,472675,504363.248064,537348.422208,572056.071496,608445.604224,646509.1194,692932.859944,741605.0664,792772.842036,846773.921184,903905.47898,962028.793586,1023587.756256,1088376.69834,1155992.20014,1226215.7698,1298589.658022,1373668.151538,1452813.716426,1537997.066714,1630725.76773,1739888.234812,1857486.304244,1982734.911504,2114186.56686,2250480.60506,2401019.589672,2556416.959936,2715120.810496,2875154.861616,3034812.27576,3174678.76812,3311127.87064,3444701.037888,3576673.125504,3707786.78276,3821527.64988,3933243.359056,4039949.707192,4137493.552608,4222949.24566,4297938.92676,4362144.392508,4416956.287552,4464637.217292,4507847.9996,4550018.9167,4589104.1616,4634713.33546,4699701.22592,4793495.4102,4925817.309868
Åland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,,287795.79926,292120.874416,296594.191248,301196.051192,305915.6342,310762.87487,315790.125376,321097.028286,326810.099956,333013.31318,339649.052808,346691.166734,354231.779412,362352.814038,371172.02432,380580.933546,390427.06508,400814.483602,411885.160456,423710.26971,450683.41104,479384.71046,509172.34988,539120.77587,568393.64284,619874.733904,668264.97612,713959.411472,757990.104544,801491.50296,825615.235156,835855.916244,841435.579656,854214.271424,889258.15836,922980.408672,962779.423558,1006412.8332,1051258.717734,1094437.34384,1135148.57278,1175119.5192,1216075.22698,1260108.13824,1309323.13578,1378153.259852,1471364.653668,1577806.18458,1684450.033616,1776568.12832,1862113.979382
Christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antarctica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Virgin Islands, British",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaiian Trade Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Pacific Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bonaire, Saint Eustatius and Saba",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinese Taipei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
