"Services, etc., value added (% of GDP)",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Puerto Rico,,,,,,,60.7293827644269,,,62.3937924579087,62.3982033117795,64.6714017621824,64.0985944228646,63.6462300258541,61.0672996044139,62.1535925058548,59.2455949135904,60.7512977324334,59.0246319469666,59.6156851740543,58.0489204166848,58.6386062966788,58.9130397734717,58.9149450440027,58.0380577077182,57.6114361840652,57.8841484571156,56.8133822447205,56.2116084103623,56.7039782503419,56.607345839215,57.0080805514091,55.5272246350028,54.7349177330896,54.5358346812595,55.0002226399584,56.0680446749947,56.3670699566273,53.9380657614484,56.2324268252624,57.0796962163178,51.0791903099208,50.2206410777915,50.4334548574453,50.7475199122394,51.5343964040682,51.9331201578504,52.1426637234131,51.5125958769277,49.2554463015983,49.3075560588196,
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,,,,,,,,,,,,,,,,,,,,,,26.9637995218579,24.9094233091787,,,,,,,,26.3164573023728,34.8175394443907,36.6226021098188,35.2655917339478,32.1786425465602,35.8308386225814,36.9705944655609,41.2172425043633,48.4192020075053,50.9806656221396,51.1079733035811,48.0686291505006,49.3387990490741,52.2114354989952,50.7134868061992,54.893352090432,52.0716236321166,55.9231002986617,67.6293790096725,66.8802534477457,66.6608232752733,
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.969717609722,35.0378567044696,38.1015313213597,49.5989780777517,47.1206929437166,48.6478331681329,55.8834544228897,54.118032071561,55.5050812532197,57.0304653498493,55.4536445970548,55.6198701457797,57.7108252463703,60.9355698757355,61.1745957370228,58.0511182536915,56.9557302534887,58.2470710288257,59.1463611555381,59.4769122326096,61.6089635158101,59.2803713110152,
Rwanda,,,,,,18.3548016660372,18.3627036346741,24.4021158856486,25.2218428572856,24.8230168021707,29.786266199945,30.1394482579194,31.0132169082886,30.2459018595002,31.6596932556036,31.8173191793004,31.8894463945004,32.3328239494157,35.4596009622188,32.2241863411242,32.6048693964281,38.4703209996217,38.4819571822593,37.7134665003097,35.92429076654,35.4783545749233,39.3897486569494,44.4594630498662,43.6423852198478,42.2709354233944,42.8298381448541,46.9272434117921,48.0589482781894,47.9302802934067,29.0711695063129,40.0283672367522,34.7248963734993,35.4289808336254,35.7798145541179,38.6974712290454,49.231404693685,48.5072768645694,50.5806668680698,50.6902945899981,47.5593926431389,47.5477274417732,47.8066790226318,50.4253308980543,52.7815778596677,51.7545147224448,,
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,52.1676300578035,58.6475942782835,59.613196814562,57.487922705314,64.4874899112187,61.5275813295615,63.6037329504666,65.1477832512315,69.2265193370166,64.5373414748708,64.6141215106732,61.6424116424116,64.4679527069073,64.5944761143684,66.813466125573,66.8764285645974,68.0023776606056,71.0211418609962,69.4042345013516,70.1827947071904,70.6256906746268,71.4357662296258,70.5220651860398,71.3767716651735,69.8524962109702,71.4299614079785,73.4612239503802,74.9426759649754,75.7592939785313,76.3899920728861,76.0015824314715,76.2341778792371,78.508516983421,81.8453940700894,
Saint Lucia,,,,,,,,,,,,,,,,,,,,62.0253164556962,61.9907318015061,63.9937560282519,65.278962687878,66.6890401764311,66.9647772296635,66.5961799989449,64.7047244094488,69.1965625573009,64.9958065267989,66.1530413278166,67.3474836470431,67.9348076446912,66.6638996055108,68.103199769386,70.4012989943456,70.3292847379574,72.3325648735303,75.5225955668061,73.530900525751,73.2957424834337,73.8325969432813,76.3545923166069,76.710661495024,76.8648080282878,75.7943513650073,75.5497459050097,73.4543456989552,77.9888807312698,77.1060147525904,79.0692252955422,80.1680702899252,
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,60.0952948183442,58.3719636565919,59.3612774451098,59.1836734693878,58.513148052247,58.2258896338319,57.9081632653061,58.5143538631911,56.950495049505,56.559665038381,58.321561268101,57.5032855734113,58.2718334876041,55.9472824407259,57.8653306943757,56.3331521581854,59.7885264011964,62.6603473746349,60.9642147117296,63.1125607681391,63.3027807005138,62.3071189996412,64.2162219793694,71.7903444836678,73.3536297249042,74.6572812800825,74.8162466587283,74.6111724233553,74.9127751636559,74.7467255904462,72.8230144619472,73.8128007208421,74.1999024971453,75.229994282363,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1396489752601,51.9044966946752,52.8451669693855,52.83173668975,56.4661747436472,58.5259129952255,57.1994157239611,58.0162183164802,56.961671676355,56.9891055777684,55.9799751838785,56.189045460246,57.7723421206833,56.661486856231,59.4584399236043,61.7952618383616,61.9775701111617,
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.4609382742345,62.9796020285385,61.1676628870129,56.4005120059628,62.663701926798,,,,,,
Saudi Arabia,,,,,,,,,33.0220226567815,33.96908824632,32.8783517905956,27.3863008090799,26.5480014294622,25.5389495692352,15.2493770011591,26.8412054347591,28.4696192315212,31.631023565087,38.1090533174131,33.8139754180447,27.4161907268316,28.0999710648301,38.4750371986438,48.2933900730058,51.008947987155,54.8971884607126,57.2538958170585,54.1543185920168,55.1254238403892,51.2531340740857,45.4659336336646,46.0409895975806,43.0737807206227,46.2713188446838,46.3289277241692,45.2264664107486,42.6731868875636,44.0649163604653,50.2359829893505,46.9142089222877,41.1452793031078,43.5699784693459,43.4220503900923,41.1122627534027,38.3205275834043,33.5346001302315,32.4257383116412,31.597660290093,27.4765794228122,37.3905178434448,35.4524361379585,
Senegal,,,,,,,,,,,,,,,,,,,,,59.8500155649576,58.377128046914,56.4609867464153,59.9256263748418,58.4230374626674,56.2321536386727,55.6848486429069,54.7652743081225,57.1201056225786,56.5379516774266,57.891573610391,57.5166403215303,57.1326179217222,55.9184170399969,57.038006264319,55.2089668739937,55.7415613646505,56.7524124737461,56.9450827817868,57.5421169792257,57.6273145374858,56.9608560859299,59.0036689728095,58.1626698157011,59.2029203737812,59.5126159091999,62.176007198398,63.0471854780995,62.253770719153,61.0186208486982,60.2454330197189,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5921472610719,51.6835858363101,56.0515997378405,58.575860701239,56.5525002594414,58.9034731245418,59.7085418103385,61.381397398815,61.1766856760334,62.4143641235827,64.3079809148704,
Seychelles,,,,,,,,,,,,,,,,,74.1520787746171,76.9979716024341,77.7945873256009,77.6110146365666,77.5241533071451,74.9742745420868,78.0830406940715,76.4729580018129,77.0246231626252,75.8901153622707,76.088480411247,79.009957733362,78.7958115183246,80.1206203331419,78.9334553403487,77.1375183071562,78.0208896092202,77.0361622414074,76.3600878262991,73.1592430377655,72.354211663067,72.1586089906701,71.5334395401868,69.7683502088153,67.981698118578,68.9141814590249,66.7336751778987,69.5972765198226,68.7867442645951,75.6066311154836,77.1441796367823,77.5405424285046,77.6179596315808,78.9381197412567,,
Sierra Leone,,,,,35.6495742686417,38.4933774834437,39.1065989847716,40.0078678206137,40.9634255129349,41.3798701298701,41.4661003618059,41.7951457792703,41.937259218492,41.4340322020155,41.1131945129774,41.1662617146824,41.8180442022404,42.8709677419355,43.7707325031269,45.4532564514604,45.0352957730546,48.0054565835539,47.1233799082486,47.0846524966421,46.2373778927781,41.1795876957982,45.9795607893001,36,42,43,33.9029517576178,25.4741254764187,21.0569884977344,23.7128167462358,20.215714606308,18.3896750096315,14.4219313030338,13.6652336130461,13.4859091511844,12.8717182175353,13.2502555809143,27.1980097533319,27.4668296818546,28.5827770552418,30.8914268968861,24.8139382133354,25.7360153936626,25.8685507651124,26.2992350449335,25.1910927096266,30.3702114056541,
Singapore,,,,,,,,,,,,,,,,65.4156245513552,64.7685601605203,65.039145726406,65.7333961696353,64.0671915906973,62.2617954541794,62.8002975976192,64.1150670162456,63.0253851065637,62.3752207512431,65.729432926252,65.0631045132755,65.6652951449048,64.736134902799,65.9921468673578,67.7758642265909,66.1055310030802,66.3329259483512,66.2745029946748,66.7628977439372,66.5370488883942,66.6135524058057,67.1436371986389,66.3627184512049,67.364977218386,65.3544732604721,68.1174956682485,68.0623928314619,68.8090809004973,67.1237710893622,68.3415827050746,68.6578831653177,71.0201463055175,73.290624818944,71.622798931127,71.6970507545541,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,31.9396525363138,31.6094290904603,32.3778721443422,33.1646543492663,32.1735863375213,33.4532375902697,34.1883033771437,56.7258512139632,58.8862659202857,55.306044217549,56.3284412989067,55.4989256456785,59.4945908575533,60.0238696817386,59.9592264644824,59.3421522098456,60.4644863283864,60.9441138804571,60.5337439239137,59.3844616235847,59.8787317259608,57.3880045993465,57.4632321007005,57.0793598601826,60.8067638979921,61.1962410652158,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.9407489172318,49.1699457096967,53.1482917573114,55.9274344983511,55.1732444217572,60.7528979699556,60.6975174169474,60.361341277473,59.9400703150659,60.815016282058,61.0749575729232,61.6885331713374,62.0385313697012,62.4999758238905,62.9068949668161,63.1776658645781,63.227312340815,62.8961093107803,63.6290191100359,66.370193771773,65.940062431185,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0948955595518,37.277149458835,37.6123568472717,39.574503448849,37.6667593107282,40.9720563649391,43.0876057220424,43.963280782279,48.5483721361655,49.5539151306553,52.6040192470988,63.6927710135062,56.8331532562768,49.2935250030716,52.8891316220644,57.4401256380055,57.5934168911796,49.7950432774117,52.7221824514125,55.0008682758106,,
Somalia,21.1900483627344,21.9445082231538,21.5060972712478,22.9163496783852,22.3919658774684,23.7322784000931,23.0950653120464,24.8453962437013,25.089329447057,24.5889976402345,24.7118897162641,25.4340277777778,23.7746513687603,25.5753105829051,33.9882524154847,33.3200958970242,29.7925211820838,26.9657395851663,29.1450706584376,31.2101315337914,23.5956436825803,24.0453864885146,24.1711946916253,26.1367889645277,24.8285431218382,25.5597046314904,27.5158674829857,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,50.9723360790959,50.5033414770247,51.0052218346338,51.1175653190232,51.4284117643316,50.9759354261203,51.2257914194656,52.0285867696724,53.5499624843425,53.4815890390932,54.6551285549606,55.7112730768406,54.6435000279417,53.0874795459694,50.9563268689069,51.1618052457825,51.6893982317867,52.2063389258911,50.7923596546812,48.3956786453151,45.4283378655562,47.888769477481,50.0557857223954,50.8537298975077,52.0088195886123,51.1930750814407,51.0774846726748,52.7444426143908,52.6147343646829,53.8600822159308,55.2728253434471,57.0840491380117,59.776282138365,60.2842058138736,60.4216318344083,61.3255822179672,62.359631310899,63.3230048874345,64.0489915534238,65.2407108592129,64.9432487501287,64.2164819489704,63.2362669689415,64.8849932909146,65.617031323784,66.1641448981384,65.9574170381456,65.4349850547731,64.1771283646066,65.6611839468027,66.7293732432631,
Spain,,,,,,,,,,,49.5684551425337,49.9467080012987,49.6195824174428,49.3935936792353,49.1695245218983,50.37177489834,51.5691455181631,52.5963654439736,53.8222724991787,55.2802614012504,56.1614539573108,58.0092219152502,58.5032635025989,58.8719750843866,59.393938226448,59.4682593681674,59.2121277308364,59.7704965055839,59.8291258033488,60.000901201084,60.7863985103575,61.9054984534771,64.2426766424964,65.5896034265581,66.2066019082633,66.1091265366306,65.7894314258514,65.7084313445185,66.0346622847335,66.3301433128601,66.3865325294448,66.5584583632564,67.0338026082474,67.1092834954423,67.2604533818618,67.1134317060223,67.3657031155554,67.9390023962135,68.9084759104066,71.2562736105682,71.6507456270702,
Sri Lanka,47.9461644181041,47.345625529444,48.6244761262907,47.8165061577337,49.4426929090544,50.5148526965263,51.6450794765075,50.6722171391285,47.7028941912711,48.2018489714449,47.9108230127047,48.2229062368293,49.4565217391304,47.3158457142857,41.7689487455099,43.2174699950592,43.8962611872146,40.638332534422,42.286121886538,44.8415122370279,42.8059630670372,44.3095777779889,47.3473533841027,45.4047309702964,45.0196009220219,46.1114716504682,46.3066497842478,45.5998102479213,46.9820549330438,47.6181067415432,47.7137799029211,47.6758958205864,48.5096854761899,49.7459725446921,50.057711439147,50.4550175432748,51.1212270129064,51.2315571271796,51.3533054569316,52.0485961014547,52.8194842254094,53.1426630190819,57.7100028911327,58.3448927498316,58.8380943362025,57.9924347129097,58.0214245851879,58.3970158896221,57.249614175401,57.6365812033689,57.7669148197684,
Sudan,31.1090871665254,31.1701982108332,32.1039259978325,36.0681041066615,39.6589473809319,40.9140369967356,44.8457963667089,45.4268292682927,46.9261303127118,44.7727881439157,42.0242282141462,41.7165093319882,42.3288488302737,41.494059510041,41.8219545935389,45.4425853461071,47.6620888756981,47.7441915345504,48.6370446157781,51.1538461538461,53.0111907332875,49.347859583609,48.4506303716913,50.9633162190527,53.2729474334014,49.950587365834,47.4621212121212,50.8768688189094,44.7638613740309,46.4067328197763,44.1618055758582,45.6132713755291,47.5136503385721,45.9987524875434,53.9084394110959,50.7831189367174,41.1898568595789,38.6187749525329,38.4459936721195,38.5362723905115,36.7832938157102,38.0277938356566,37.355774544975,39.2658120516966,38.9401384202534,39.6755256941403,40.7662725884115,40.6898238769512,39.7153650405772,44.298628845246,43.3287184180405,
Suriname,43.3721575152524,46.1093585699264,48.1056829511466,48.2629107981221,47.962247962248,46.793437733035,41.2254610350982,40.3007902115728,40.4065783462768,41.0718160121501,45.5779514603044,43.725379853686,45.6667845772904,43.8165431835118,37.6713287699598,51.3620266957232,51.0089160018771,49.1919376257561,52.9735466057124,51.8324951481675,51.9931404142761,52.5952891945641,56.9265747224325,60.3777258566978,59.1137226659521,60.7355332587144,61.5615084372708,63.7222588442101,60.9337712763471,62.7642472470058,67.0917660105351,72.8542464519036,71.7756698285904,64.4002789400279,54.543002812488,53.2909994825713,54.669256890962,58.3737251839933,66.1475293284986,65.3049035285856,63.6730546981176,65.6308146226531,61.5496385676395,61.9529631957203,58.9339367683825,57.2970541938386,55.3734756097561,54.0310465698548,53.0510257759074,56.3959955506118,,
Swaziland,,,,,,32.3590814196242,31.1068702290076,35.1778656126482,41.7582417582418,36.7013372956909,38.3241758241758,38.2086167800454,33.0700888450148,34.3478260869565,35.5867346938776,34.1614906832298,33.5106382978723,32.5581395348837,28.2442748091603,31,47.1086058568753,47.1086036671368,49.9999966029722,54.8683189230124,50.9185062969402,53.3333310655529,48.3775494158242,46.3922548734378,42.7575968630416,40.8647681451468,46.4517985315131,46.3843535140313,48.9364993277825,47.4851662610679,44.4042192300767,43.0036335426239,42.6293689208537,42.0171032496531,41.7881389197417,42.3083208841075,43.8843267577428,44.1101799070735,45.0360861416184,43.8193036328139,44.6688060276639,46.5283621960918,45.4790382495816,45.4900027458126,45.6738822664837,40.7074778062197,45.4900027458126,
Sweden,,,,,,,,,,,57.1072820743583,57.9324277891561,59.111689388036,58.8710814017804,56.7511634633488,57.5207376343078,58.6237736207277,61.4890655469188,62.9995498770342,63.1821161544944,63.7373661433341,64.6784206910924,64.475705980131,64.381463244044,63.5110479152296,63.5507742730245,63.5500928429868,63.8494901221014,64.1705105901131,64.3861698619397,65.3637741366544,67.4130328650263,69.2199596891326,69.3622858870753,68.3350585237678,66.4919021021941,67.9944563965961,68.2284945125659,68.2644151141785,68.8941060479361,69.1126538051491,69.7629824749766,70.033390854346,70.4122242311079,70.0905785463749,70.6488195230862,70.3293264206106,70.0656254676453,71.4306457640088,73.610392982326,71.4992294245235,
Switzerland,,,,,,,,,,,,,,,,,,,,,61.1516667277948,62.0201115664061,63.1115702922095,63.5173633167037,63.834403067291,63.7687197907088,63.7189684369084,63.6092226646805,64.2724698790265,64.683740739115,65.1180427879337,65.6964626248929,66.7332600909353,67.7170068184578,67.0519401783717,67.619430656635,69.062706843629,69.764345757144,70.3344122032162,70.483228333129,71.1414442258918,70.803431903071,71.3747108399106,71.8266692958274,71.9403778839964,71.5598274642052,71.2115443716356,71.1994811275377,71.1021032932912,72.4026951737395,71.7541811397887,
Syria,,,,,,,,,,,,,,,,,,,,,,,,,,54.7745930804307,51.3948129297625,52.7587330771061,46.812531658299,49.9578407421923,44.7326763008732,43.8539404601556,46.7183870260793,47.7358531039513,48.8633830329651,48.1527380968722,42.4542258587148,41.2104899532916,41.8369640133018,41.1802694832738,38.3062427940302,39.7274369939865,40.9892662167052,44.9547578396166,42.9832587353792,44.3051288421373,45.5012186733295,49.0859092830662,49.3493246901613,46.4702255572141,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,25.020857291644,26.7669405166305,26.5339697853783,29.0868148702049,31.7536729887153,29.0833281837597,26.449172008948,26.5423242467719,30.1800721268116,35.0212351318207,22.2276790057935,29.454322359587,35.9296557051529,45.82889168589,42.9971343668811,33.7229000133956,33.7663309367257,35.9068426829852,35.4460686131133,46.6030531482466,44.7354498623863,47.7717374283148,50.3745894748066,48.4255424135598,53.9068895584176,56.6355923065871,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.3916863814233,34.9689215667451,35.8016176562794,36.3196169582314,39.8824650347594,38.3564068466421,37.7516792616723,38.9183482810164,46.148835955334,46.3942941032571,47.3365147536498,47.8302420492081,46.4787796794906,44.9611653025559,44.3231348309678,45.5197976512435,46.7141657029559,46.7004441837902,47.1518341975293,46.9284953566556,46.4658517815043,
Thailand,45.0391293317432,44.9971144953624,45.0543612940709,45.9074743473064,47.6657723987579,45.1914192186193,44.0942370942691,45.7987710043987,46.4113520780323,46.3786504820799,48.7788362291368,49.0221667829247,47.3838912819011,45.5200345118896,46.3467055015968,47.3458620971672,45.685423800878,45.8736561770359,45.9442888975011,45.6611215321705,48.0820578526974,48.5437091108929,51.9417896472358,49.3566152336941,50.4507801149744,52.3479411306222,51.2529123814795,50.9234085962167,49.2419557055417,48.6731779449418,50.2756267045462,48.6922945634902,49.6468263963226,50.8800629167714,50.3087215833599,49.748868614078,49.6790853933711,50.3864242416723,49.5901519982385,49.6762743418924,48.9858576469037,48.7243016560625,48.1252945753373,45.9601556029377,46.2961262203605,45.7708159420986,44.8840073836138,44.5861602963544,44.3866757499009,45.1970132115607,42.9578515047421,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0962606442058,55.7242251739405,,,,,,,,,,,
Togo,29.6296679386328,29.354875599238,32.4074395976111,29.9146025248152,31.9411022583645,34.4226405517304,34.0866423375119,32.4561390271469,33.5559146147287,35.7757754164273,45.1566412391545,45.754097247487,48.9361878279704,47.7924815869842,42.2535226663047,46.8631914918122,47.229731248152,45.0785338293139,53.1182804128662,49.3937747190472,47.7301131437689,49.3307778051993,49.6666644821333,44.1055526040398,46.3352469232748,44.6715311916425,45.3728934251551,46.537022994948,44.8759971531567,43.4577035654305,43.717382660354,42.0202585789128,40.9637006267868,35.1795423383683,43.8494475796827,40.0564200528157,38.1024120874154,37.6843409285345,48.1748464873038,46.85696666788,47.9340577498,45.0333843147543,43.343959587366,37.0537038770285,36.0304915741581,32.5969437089354,,,,,,
Tonga,,,,,,,,,,,,,,,,39.5226107936025,43.6468954461573,44.7513315167484,44.2273231229373,43.1515939057467,47.0524603898184,48.0094675565601,49.4430587025648,48.030407740152,46.0296587344339,47.3165283102126,46.5192588641792,48.6376770307667,49.0780155473772,48.9408934525547,50.4754435046978,51.5784749589779,49.125096125966,47.1719661746809,53.706029015881,54.6385249004164,53.8393961362958,56.1643301505883,55.7926046653764,54.2049225159526,55.8837418523127,57.2213797098431,57.2062805499877,56.3973104004016,56.6419856341631,58.7922988924495,62.1497289797576,60.3913052759455,61.6113021068862,61.4910658182365,61.86391494301,
Trinidad and Tobago,,,,,,,,,,,,,,,,,,,,,,,,,52.0397759641106,53.0883364906932,57.9471255595314,55.7686121316718,56.7441543856889,53.7242355851423,50.2042495673967,50.9709003587144,53.6146639381682,53.6863833999282,48.9817346211105,50.6366908069446,50.7586089723007,52.958679279336,57.0014336090941,55.4151993112358,49.0980561986084,51.589296858421,53.7179136626316,46.0462020064033,43.881562720282,39.181018071569,38.1647670014248,39.8681407746821,36.7867396322814,46.3201415983958,47.0300703299526,
Tunisia,,,,,,54.3220710838087,57.0491109229466,57.9202913210601,56.9337854720685,56.6438356164384,56.4911206368647,54.1242495432002,52.3804406233208,52.4633018298814,47.6608618654073,49.6549479166667,50.6014052637847,51.2624371456082,51.5616180620884,50.538492221779,47.7236382624588,47.7765264921581,49.7527622021908,47.4041145456425,45.2773157339343,44.3976699789515,50.1185213658787,47.5571467132649,51.4358588061161,50.3554599828439,48.6586001877542,47.785324151033,48.5556238475722,50.6243263019584,51.942270201065,53.2424723515324,51.7049103579081,57.6573580476354,58.9383709563754,58.5819749047093,58.3029962517991,59.3569255815946,60.8069380825998,61.059749907613,60.5515590962308,60.6788843696752,60.1033927849817,59.3246532135724,58.3663997141337,59.5239380765758,59.7158713307959,
Turkey,26.4486871633408,29.6364057113112,28.7317090720496,28.2743691198146,30.0566563491589,32.5710004754151,31.2131287378212,33.0471343019083,35.034678593714,35.3459046260613,37.3007291015194,38.1192849701604,40.1008083811677,40.5428584496507,39.6758282504039,40.2226957664269,41.6988486284468,43.4979076492968,43.8043613390151,45.1673791410316,49.6801560152618,48.3967248987684,49.120057529712,51.4451738472146,52.0950848658466,52.614284062441,47.9679049185302,48.9772169155053,48.2192953484668,48.8985715075405,49.7500153060599,51.5029847678864,52.0518548518808,52.8275780409719,50.725124130429,50.4738522869633,51.0064310150458,53.1807912952482,50.8746640464951,55.1363900082609,57.2110697457735,59.8165304607699,59.6196275302079,59.9902304048103,60.563589252986,60.6934130506256,61.8028866966924,63.0663215015858,63.7054868978223,64.7105234331499,63.7501054954048,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8582677165354,34.3283582089552,37.3239436619718,38.1578947368421,36.734693877551,77.502134406635,16.5598290598291,19.3317422434368,20.2015277100601,17.8465895938015,30.4011442064947,31.6161165625929,27.792672028597,31.2399089215483,31.3845343940103,35.6090190609019,38.4370756806975,40.4482130303161,43.5782631423441,46.259310583752,34,34,34,34,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,34.9507075744528,34.9509982329878,36.1761213115974,34.9917333655934,34.6515748866396,34.2327150084317,35.4959960777905,36.3986519017814,36.4775128282523,35.0715336274903,32.5172777322244,30.8703301252199,31.864573110893,29.4459644322845,26.5600897489833,19.6621101270697,19.210427685004,18.9890820865346,20.5738506684056,30.2722647207436,23.4844880283224,34.8314606741573,34.8231827111984,32.9835324507588,34.3224789915966,37.3787888028298,33.1630992614845,33.1694594662156,33.1032360771093,32.510566593461,32.3646296180524,34.816171140202,35.6680315203956,35.3649179881178,36.2108388895865,36.3181596283274,38.677213520423,40.4638721238568,39.8486081246004,41.8136023319712,47.7157002184658,47.7402472295173,50.7374771757623,49.6554394241937,55.0218436490312,48.2572491064672,50.1696642597966,49.772305890159,49.8649836406539,49.5362336910861,50.2849663266425,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2404287901991,31.373989713446,28.6889594820581,29.8551649892344,26.7319111842004,28.7335752389754,40.645226948911,36.23992658899,41.9150018269316,47.9712577508358,50.4817003219559,49.6320485695888,47.213386806804,46.6006294103783,48.9290265388664,50.8444585822639,53.3117972499865,52.1952045386301,57.2550381316152,55.1983346093735,55.8053726696821,58.4791355244511,62.1279101447492,60.8831417148817,
United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0854585516536,50.2509298289115,48.951303152003,46.6562900061707,42.9609718444904,40.9998234610462,44.233673960188,41.0902499163256,45.6492463273251,,
United Kingdom,,,,,,,,,,,55.0378967784704,55.7044085976287,56.221255608634,56.6520066553945,57.1637410169276,58.3254791844065,57.8621179398268,57.7666261880385,57.7556029963574,57.5540260837991,57.1653735376071,57.738561646169,58.3092173885765,58.8765059269847,59.440957592889,60.0020166896345,60.6160505970081,61.2458024473162,61.8935922909033,62.5585026701761,64.1175224184083,66.1055720443258,67.1779641715133,67.828475294326,67.4748767615283,67.1598859213836,67.606420297533,68.7315570389564,70.3125299698096,71.4354112337377,71.6996745505974,72.7945884528534,74.0861888245259,75.1632743768374,75.5802905353201,75.8569839965189,75.8526614524385,76.3082766912395,76.3931165120836,78.0701740428281,77.6051772005936,
United States,,,,,,,,,,,61.2212106656867,61.9667741018976,61.8559110500394,60.7675987221976,61.6231587111898,62.6875318874081,62.6584744903598,62.4909736835803,62.6270168062072,62.8629518930274,63.5693771638773,62.7394984723573,64.1859055387982,66.3297242210164,65.5369300131766,66.6986914171825,68.3191091913896,68.5406589394907,68.3405373336724,69.2684081761503,70.0526669654863,71.407033350287,72.2066438438645,72.4373129201629,71.9849517407259,72.084281623963,72.3688045635609,72.9484509242385,74.6003268656533,74.7330673615755,75.3683914206213,76.523539190164,77.1927691309987,77.2385423220249,76.637290478659,76.6455458395956,76.7376035223818,76.9481815947905,77.4468980653308,78.9426459642436,,
Uruguay,,,,,,,,,,,,,,,,,,,,,,,,53.4581943612988,50.9598075958332,50.457305211084,51.1220739099302,50.4553022062954,53.7559630117527,55.4322311459301,56.1490976345603,55.9535110742508,58.4021801726596,62.9688028384433,64.0780667874618,62.4649036303311,63.4384461072637,65.920205117179,65.7806730390375,67.2670583099464,68.5296072619777,68.9502883332325,66.986286893545,62.7976584757012,61.511972728234,62.4978901076389,62.8803029311875,62.6312507532523,63.294819232329,65.3359510067824,64.8875081700372,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.1299773710747,34.9477649065454,36.3020392207961,34.2725339500429,26.4557591423763,29.3664116308138,35.0783898109772,36.1454545454546,39.9083538601117,43.3835413139357,41.7119485209927,42.5233644859813,42.1659811380137,42.5148716565767,43.3572570569717,43.7032122655634,43.4240428726539,43.2693311566899,48.8734601251994,46.4587947214232,44.04025340146,47.8750640040963,47.3000216078465,45.0672664800101,
Vanuatu,,,,,,,,,,,,,,,,,,,,,,,,66.0513570318925,65.3631700245335,62.7325404086612,65.8431033126131,66.288616754801,66.7934502320784,66.8018609089825,65.0361341818574,70.7201441236429,72.8969021177105,71.8808763720646,71.0182972221134,71.3190710445029,71.8082581869957,74.185497470489,65.7288926094236,66.8304810360777,65.8128789295158,67.4226254002134,67.0107054625309,69.2201211867948,69.0340350186898,70.164781455104,71.3093935201437,71.5821016999316,70.7564897809855,70.4038080126934,,
Venezuela,,,,,,,,,52.7014206500088,55.2415694905124,54.5606695338695,54.1353379927413,55.2486191381216,51.5606922959698,41.61490709772,48.5262405669889,49.5646759122794,50.4792339785306,52.1085803097382,48.9688646006963,48.8247130686255,50.7017035056739,53.2333909800626,55.7593120799258,41.9747216199663,42.8653391753567,44.0700866829133,43.1359269687678,41.9655365648641,36.6206551104031,33.9731374012221,38.0239435479618,40.1810047898624,42.9292135135786,50.6458008862433,53.2001237406862,46.3604147987376,44.2404098553501,50.1558396165144,49.7211833401347,46.1164581790587,49.3744587377286,46.1335316178209,43.8578291033284,40.469340084895,38.1809105010098,39.5385950240844,41.60419683989,,,,
